WID,MALE,AGE,AGESQ,TENURE,HOURS,EDUC,PEXP,PEXPSQ,LMEARNCP,LMEARNPP,EDUCSQ,TENSQ,MGMT,SUPER,ADMIN,SALES,TECH,WAVE2,WAVE3,COUNTRY,FIRM,WAVE,FIRMWAVE,CAPCITY,WOOD1,TEXTILE1,METAL1,ANYFOR,ANYSTAT,EMP,LEMP,LVADPPP,LCAPPPP,LVADEMPPPP,LCAPEMPPPP,Tr
22,1,21,441,0.666666666666667,40,6,9,81,8.29481916688106,3.46943504388593,36,0.444444444444444,0,0,0,0,0,0,0,"Ghana",166,1,"166-1",1,1,0,0,0,0,28,3.3322045101752,8.3429688448549,7.03073034134095,5.0107643346797,3.69852583116575,0
22,1,16,256,0.666666666666667,40,14,-4,16,9.54758213537643,4.7221980123813,196,0.444444444444444,0,0,0,0,0,0,0,"Ghana",68,1,"68-1",0,0,0,0,0,0,6,1.79175946922805,8.94128057161997,7.14320832476764,7.14952110239192,5.35144885553959,0
27,0,19,361,0.666666666666667,40,10,3,9,9.4239855303287,4.59860140733357,100,0.444444444444444,0,0,0,0,0,0,0,"Ghana",60,1,"60-1",0,0,0,0,0,0,11,2.39789527279837,8.26935702751165,7.69977997032183,5.87146175471328,5.30188469752346,0
21,1,21,441,0.666666666666667,40,10,5,25,8.29481916688106,3.46943504388593,100,0.444444444444444,0,0,0,0,0,0,0,"Ghana",163,1,"163-1",1,1,0,0,0,0,36,3.58351893845611,11.6600831093065,11.1171067339139,8.07656417085039,7.53358779545779,0
1,1,30,900,0.666666666666667,40,11,13,169,10.0473579229558,5.2219737999607,121,0.444444444444444,0,0,0,0,0,0,0,"Ghana",129,1,"129-1",1,0,0,1,1,0,34,3.52636052461616,11.4471886109424,13.1965482755937,7.92082808632624,9.67018775097754,0
5,1,35,1225,0.666666666666667,40,10,19,361,9.59411963337598,4.76873551038086,100,0.444444444444444,0,0,0,1,0,0,0,"Ghana",36,1,"36-1",0,0,0,0,0,1,26,3.25809653802148,12.3620520842139,14.1128390074679,9.10395554619242,10.8547424694464,0
22,1,23,529,0.75,40,10,7,49,7.74477282996178,2.91938870696666,100,0.5625,0,0,0,0,0,0,0,"Ghana",43,1,"43-1",0,1,0,0,0,0,4,1.38629436111989,7.48919846996208,6.28879299661157,6.10290410884219,4.90249863549168,0
21,1,25,625,0.75,40,10,9,81,9.54758213537643,4.7221980123813,100,0.5625,0,0,0,0,0,0,0,"Ghana",68,1,"68-1",0,0,0,0,0,0,6,1.79175946922805,8.94128057161997,7.14320832476764,7.14952110239192,5.35144885553959,0
1,1,22,484,0.75,51,10,6,36,10.1666213437826,5.34123722078752,100,0.5625,0,0,0,0,0,0,0,"Ghana",68,1,"68-1",0,0,0,0,0,0,6,1.79175946922805,8.94128057161997,7.14320832476764,7.14952110239192,5.35144885553959,0
21,1,19,361,0.75,40,10,3,9,9.21110989875521,4.38572577576008,100,0.5625,0,0,0,0,0,0,0,"Ghana",27,1,"27-1",1,1,0,0,0,0,12,2.484906649788,10.3093563731794,7.20508372848572,7.8244497233914,4.72017707869772,0
24,0,20,400,0.75,40,10,4,16,9.4239855303287,4.59860140733357,100,0.5625,0,0,0,0,0,0,0,"Ghana",60,1,"60-1",0,0,0,0,0,0,11,2.39789527279837,8.26935702751165,7.69977997032183,5.87146175471328,5.30188469752346,0
3,1,22,484,0.75,54,12,4,16,9.38700056521888,4.56161644222375,144,0.5625,0,0,0,0,0,0,0,"Ghana",11,1,"11-1",1,0,0,1,0,0,17,2.83321334405622,9.83100427610941,8.59137808960561,6.99779093205319,5.75816474554939,0
21,1,21,441,0.833333333333333,40,10,5,25,6.503059697653,1.67767557465787,100,0.694444444444445,0,0,0,0,0,0,0,"Ghana",69,1,"69-1",0,0,0,0,0,0,12,2.484906649788,8.39723706459935,6.23749970222402,5.91233041481135,3.75259305243602,0
2,1,25,625,0.833333333333333,48,10,9,81,9.02878834196126,4.20340421896613,100,0.694444444444445,0,0,0,0,0,0,0,"Ghana",69,1,"69-1",0,0,0,0,0,0,12,2.484906649788,8.39723706459935,6.23749970222402,5.91233041481135,3.75259305243602,0
1,1,26,676,0.833333333333333,48,10,10,100,9.02878834196126,4.20340421896613,100,0.694444444444445,0,0,0,0,0,0,0,"Ghana",69,1,"69-1",0,0,0,0,0,0,12,2.484906649788,8.39723706459935,6.23749970222402,5.91233041481135,3.75259305243602,0
6,1,22,484,0.833333333333333,48,12,4,16,9.80812733298869,4.98274320999356,144,0.694444444444445,0,0,0,0,0,0,0,"Ghana",75,1,"75-1",0,0,0,0,0,1,21,3.04452243772342,11.3199621188086,10.6481265807378,8.27543968108518,7.60360414301438,0
1,0,25,625,0.833333333333333,40,14,5,25,9.53742079325096,4.71203667025583,196,0.694444444444445,0,0,0,0,0,0,0,"Ghana",175,1,"175-1",1,0,0,0,1,0,18,2.89037175789616,9.77785454085518,11.8102539144738,6.88748278295902,8.91988215657764,0
6,1,24,576,0.833333333333333,40,6,12,144,9.21110989875521,4.38572577576008,36,0.694444444444445,0,0,0,0,0,0,0,"Ghana",101,1,"101-1",0,0,0,0,0,0,25,3.2188758248682,12.1730117832693,12.3794805131143,8.9541359584011,9.1606046882461,0
4,1,28,784,0.833333333333333,40,10,12,144,9.90425707931516,5.07887295632003,100,0.694444444444445,0,0,0,0,1,0,0,"Ghana",159,1,"159-1",1,0,0,0,0,0,76,4.33073334028633,14.5905748609921,14.5828426367136,10.2598415207058,10.2521092964273,0
2,0,21,441,0.833333333333333,40,14,1,1,10.894655783343,6.06927166034791,196,0.694444444444445,0,0,1,0,0,0,0,"Ghana",159,1,"159-1",1,0,0,0,0,0,76,4.33073334028633,14.5905748609921,14.5828426367136,10.2598415207058,10.2521092964273,0
3,0,24,576,0.916666666666667,40,14,4,16,9.95761554745497,5.13223142445984,196,0.840277777777778,0,0,0,0,0,0,0,"Ghana",116,1,"116-1",1,0,0,0,0,0,26,3.25809653802148,10.6547853901217,12.4831983877162,7.39668885210022,9.22510184969472,0
2,0,33,1089,0.916666666666667,40,15,12,144,9.97568288624894,5.15029876325381,225,0.840277777777778,0,0,0,0,0,0,0,"Ghana",116,1,"116-1",1,0,0,0,0,0,26,3.25809653802148,10.6547853901217,12.4831983877162,7.39668885210022,9.22510184969472,0
5,1,25,625,0.916666666666667,40,11,8,64,10.0777254595722,5.2523413365771,121,0.840277777777778,0,0,0,0,0,0,0,"Ghana",116,1,"116-1",1,0,0,0,0,0,26,3.25809653802148,10.6547853901217,12.4831983877162,7.39668885210022,9.22510184969472,0
23,1,21,441,0.916666666666667,40,10,5,25,9.62169010753015,4.79630598453502,100,0.840277777777778,0,0,0,0,0,0,0,"Ghana",129,1,"129-1",1,0,0,1,1,0,34,3.52636052461616,11.4471886109424,13.1965482755937,7.92082808632624,9.67018775097754,0
22,1,26,676,0.916666666666667,40,10,10,100,9.62169010753015,4.79630598453502,100,0.840277777777778,0,0,0,0,0,0,0,"Ghana",129,1,"129-1",1,0,0,1,1,0,34,3.52636052461616,11.4471886109424,13.1965482755937,7.92082808632624,9.67018775097754,0
22,1,20,400,1,40,10,4,16,8.29481916688106,3.46943504388593,100,1,0,0,0,0,0,0,0,"Ghana",62,1,"62-1",0,0,0,0,0,0,3,1.09861228866811,8.28040686369824,5.55482382153137,7.18179457503013,4.45621153286326,0
21,1,19,361,1,40,0,13,169,7.60167198632111,2.77628786332598,0,1,0,0,0,0,0,0,0,"Ghana",93,1,"93-1",0,1,0,0,0,0,8,2.07944154167984,8.03639985474912,5.96720937248411,5.95695831306928,3.88776783080427,0
22,1,18,324,1,40,10,2,4,7.60167198632111,2.77628786332598,100,1,0,0,0,0,0,0,0,"Ghana",93,1,"93-1",0,1,0,0,0,0,8,2.07944154167984,8.03639985474912,5.96720937248411,5.95695831306928,3.88776783080427,0
21,1,18,324,1,40,10,2,4,7.33930772185362,2.51392359885849,100,1,0,0,0,0,0,0,0,"Ghana",94,1,"94-1",0,0,0,1,0,0,6,1.79175946922805,9.79819478526083,6.62526523323278,8.00643531603278,4.83350576400473,0
22,1,20,400,1,40,0,14,196,7.60167198632111,2.77628786332598,0,1,0,0,0,0,0,0,0,"Ghana",186,1,"186-1",1,1,0,0,0,0,15,2.70805020110221,11.2857085882684,7.12820268414977,8.57765838716619,4.42015248304756,0
1,0,21,441,1,48,10,5,25,8.51796271819527,3.69257859520014,100,1,0,0,0,0,0,0,0,"Ghana",99,1,"99-1",0,0,0,0,0,0,11,2.39789527279837,10.6519848281792,7.14320832476764,8.25408955538083,4.74531305196927,0
24,1,19,361,1,40,10,3,9,8.29481916688106,3.46943504388593,100,1,0,0,0,0,0,0,0,"Ghana",57,1,"57-1",0,0,0,0,0,0,13,2.56494935746154,10.6357251479965,7.16426173396547,8.07077579053496,4.59931237650393,0
23,1,17,289,1,40,14,-3,9,8.29481916688106,3.46943504388593,196,1,0,0,0,0,0,0,0,"Ghana",57,1,"57-1",0,0,0,0,0,0,13,2.56494935746154,10.6357251479965,7.16426173396547,8.07077579053496,4.59931237650393,0
25,1,20,400,1,40,10,4,16,9.21110989875521,4.38572577576008,100,1,0,0,0,0,0,0,0,"Ghana",27,1,"27-1",1,1,0,0,0,0,12,2.484906649788,10.3093563731794,7.20508372848572,7.8244497233914,4.72017707869772,0
22,1,21,441,1,40,10,5,25,9.21110989875521,4.38572577576008,100,1,0,0,0,0,0,0,0,"Ghana",27,1,"27-1",1,1,0,0,0,0,12,2.484906649788,10.3093563731794,7.20508372848572,7.8244497233914,4.72017707869772,0
21,1,21,441,1,40,10,5,25,8.29481916688106,3.46943504388593,100,1,0,0,0,0,0,0,0,"Ghana",58,1,"58-1",0,0,0,0,0,0,14,2.63905732961526,9.11331598663334,7.482715465084,6.47425865701808,4.84365813546874,0
21,1,18,324,1,40,0,12,144,9.21110989875521,4.38572577576008,0,1,0,0,0,0,0,0,0,"Ghana",49,1,"49-1",0,0,0,1,0,0,13,2.56494935746154,9.87154791021267,7.54155596510694,7.30659855275113,4.9766066076454,0
22,1,25,625,1,40,0,19,361,9.21110989875521,4.38572577576008,0,1,0,0,0,0,0,0,0,"Ghana",49,1,"49-1",0,0,0,1,0,0,13,2.56494935746154,9.87154791021267,7.54155596510694,7.30659855275113,4.9766066076454,0
26,0,18,324,1,40,10,2,4,9.4239855303287,4.59860140733357,100,1,0,0,0,0,0,0,0,"Ghana",60,1,"60-1",0,0,0,0,0,0,11,2.39789527279837,8.26935702751165,7.69977997032183,5.87146175471328,5.30188469752346,0
1,1,21,441,1,48,10,5,25,8.80564479064705,3.98026066765192,100,1,0,0,0,0,0,0,0,"Ghana",108,1,"108-1",0,0,0,1,0,0,12,2.484906649788,10.6993453995391,7.89823090904567,8.2144387497511,5.41332425925767,0
1,1,42,1764,1,48,10,26,676,9.75961658948889,4.93423246649376,100,1,0,0,0,0,0,0,0,"Ghana",117,1,"117-1",0,0,0,1,0,0,8,2.07944154167984,9.69432941983739,7.99535761977639,7.61488787815755,5.91591607809655,0
3,0,25,625,1,46,10,9,81,9.29134193761689,4.46595781462177,100,1,0,0,1,0,0,0,0,"Ghana",123,1,"123-1",0,1,0,0,0,0,15,2.70805020110221,11.6121697536106,8.81171771358709,8.90411955250839,6.10366751248488,0
1,1,26,676,1,40,14,6,36,10.2909836092107,5.46559948621556,196,1,0,0,1,0,0,0,0,"Ghana",198,1,"198-1",1,0,0,0,0,0,12,2.484906649788,11.6238864030915,8.81452164091982,9.1389797533035,6.32961499113182,0
1,0,40,1600,1,40,11,23,529,9.86503636616188,5.03965224316675,121,1,0,0,1,0,0,0,0,"Ghana",133,1,"133-1",1,0,0,0,0,0,7,1.94591014905531,10.7007749923487,8.92785032622683,8.75486484329339,6.98194017717152,0
5,0,32,1024,1,44,11,15,225,9.47748975855606,4.65210563556093,121,1,0,0,0,0,0,0,0,"Ghana",104,1,"104-1",0,0,0,0,1,0,26,3.25809653802148,10.8902659189409,10.3428436366642,7.63216938091942,7.08474709864272,0
21,1,18,324,1,40,10,2,4,8.47473398364445,3.64934986064932,100,1,0,0,0,0,0,0,0,"Ghana",124,1,"124-1",1,1,0,0,0,0,10,2.30258509299405,10.7754678274503,10.4685504366818,8.47288273445625,8.16596534368775,0
24,1,18,324,1,40,10,2,4,9.82766673869187,5.00228261569675,100,1,0,0,0,0,0,0,0,"Ghana",134,1,"134-1",1,0,0,1,0,0,101,4.61512051684126,13.5038763394498,11.2304354192209,8.88875582260854,6.61531490237964,0
1,1,25,625,1,40,16,3,9,10.2655023326917,5.44011820969659,256,1,0,0,1,0,0,0,0,"Ghana",41,1,"41-1",0,0,0,0,0,0,40,3.68887945411394,13.9038441357772,11.5091488216899,10.2149646816633,7.82026936757596,0
3,1,24,576,1,40,10,8,64,9.78165475722282,4.9562706342277,100,1,0,0,0,0,0,0,0,"Ghana",79,1,"79-1",0,0,0,1,0,1,17,2.83321334405622,10.7254053617202,11.5402142029817,7.89219201766398,8.70700085892548,0
22,1,25,625,1,40,14,5,25,6.99470250200222,2.16931837900709,196,1,0,0,0,0,0,0,0,"Ghana",76,1,"76-1",0,0,0,1,0,0,20,2.99573227355399,10.8840288880873,12.146726151095,7.88829661453331,9.15099387754101,0
7,1,20,400,1,40,10,4,16,9.33400803507837,4.50862391208324,100,1,0,0,0,0,0,0,0,"Ghana",101,1,"101-1",0,0,0,0,0,0,25,3.2188758248682,12.1730117832693,12.3794805131143,8.9541359584011,9.1606046882461,0
1,1,52,2704,1,40,14,32,1024,10.6534937265261,5.82810960353102,196,1,1,0,0,0,0,0,0,"Ghana",101,1,"101-1",0,0,0,0,0,0,25,3.2188758248682,12.1730117832693,12.3794805131143,8.9541359584011,9.1606046882461,0
21,1,30,900,1,40,11,13,169,9.13106719108167,4.30568306808655,121,1,0,0,0,0,0,0,0,"Ghana",127,1,"127-1",1,0,0,1,0,0,41,3.71357206670431,13.4325854116309,12.4200194860947,9.71901334492659,8.70644741939039,0
2,1,52,2704,1,40,12,34,1156,10.0801477457788,5.25476362278369,144,1,0,1,0,0,0,0,0,"Ghana",127,1,"127-1",1,0,0,1,0,0,41,3.71357206670431,13.4325854116309,12.4200194860947,9.71901334492659,8.70644741939039,0
4,1,23,529,1,40,16,1,1,10.2241084347003,5.3987243117052,256,1,0,1,0,0,0,0,0,"Ghana",116,1,"116-1",1,0,0,0,0,0,26,3.25809653802148,10.6547853901217,12.4831983877162,7.39668885210022,9.22510184969472,0
1,1,32,1024,1,55,13,13,169,11.2910320941333,6.46564797113819,169,1,1,0,0,0,0,0,0,"Ghana",116,1,"116-1",1,0,0,0,0,0,26,3.25809653802148,10.6547853901217,12.4831983877162,7.39668885210022,9.22510184969472,0
23,1,21,441,1,40,10,5,25,8.4155039712374,3.59011984824227,100,1,0,0,0,0,0,0,0,"Ghana",194,1,"194-1",1,1,0,0,0,0,22,3.09104245335832,10.5184534355547,12.5034010950338,7.42741098219638,9.41235864167548,0
21,1,24,576,1,40,14,4,16,9.62169010753015,4.79630598453502,196,1,0,0,0,0,0,0,0,"Ghana",129,1,"129-1",1,0,0,1,1,0,34,3.52636052461616,11.4471886109424,13.1965482755937,7.92082808632624,9.67018775097754,0
4,0,27,729,1,48,14,7,49,9.61657500686338,4.79119088386825,196,1,0,0,0,1,0,0,0,"Ghana",151,1,"151-1",1,0,0,0,1,0,46,3.8286413964891,11.6063244823914,13.6020133837019,7.7776830859023,9.7733719872128,0
1,1,46,2116,1,40,19,21,441,11.5136949917493,6.68831086875413,361,1,1,0,0,0,0,0,0,"Ghana",151,1,"151-1",1,0,0,0,1,0,46,3.8286413964891,11.6063244823914,13.6020133837019,7.7776830859023,9.7733719872128,0
3,1,36,1296,1,40,12,18,324,10.239629810603,5.41424568760783,144,1,0,0,0,0,0,0,0,"Ghana",18,1,"18-1",1,1,0,0,1,0,268,5.59098698051086,13.8562432802072,13.6020133837019,8.26525629969634,8.01102640319104,0
1,1,45,2025,1,40,16,23,529,11.6841969717379,6.85881284874274,256,1,1,0,0,0,0,0,0,"Ghana",199,1,"199-1",1,1,0,0,1,0,121,4.79579054559674,14.4171859835003,14.00747849181,9.62139543790356,9.21168794621326,0
