WID,MALE,AGE,AGESQ,TENURE,HOURS,EDUC,PEXP,PEXPSQ,LMEARNCP,LMEARNPP,EDUCSQ,TENSQ,MGMT,SUPER,ADMIN,SALES,TECH,WAVE2,WAVE3,COUNTRY,FIRM,WAVE,FIRMWAVE,CAPCITY,WOOD1,TEXTILE1,METAL1,ANYFOR,ANYSTAT,EMP,LEMP,LVADPPP,LCAPPPP,LVADEMPPPP,LCAPEMPPPP,Tr
1,0,36,1296,0.416666666666667,45,9,21,441,6.46825112865055,3.37240950757733,81,0.173611111111111,0,0,0,0,0,0,0,"Zambia",221,1,"221-1",1,0,0,0,0,0,7,1.94591014905531,8.57037357552876,11.3331070383944,6.62446342647345,9.38719688933909,0
5,1,35,1225,5,48,7,22,484,6.46825112865055,3.37240950757733,49,25,0,0,0,0,0,0,0,"Zambia",998,1,"998-1",1,0,0,1,0,0,11,2.39789527279837,9.74003300896183,13.6356921313884,7.34213773616346,11.23779685859,0
4,1,47,2209,0.0833333333333333,84,4,37,1369,6.46825112865055,3.37240950757733,16,0.00694444444444444,0,0,0,0,0,0,0,"Zambia",541,1,"541-1",1,0,0,0,0,0,15,2.70805020110221,9.37624958134506,10.6399598578344,6.66819938024285,7.93190965673219,0
2,1,19,361,0.5,60,7,6,36,6.52887575046698,3.43303412939377,49,0.25,0,0,0,0,0,0,0,"Zambia",541,1,"541-1",1,0,0,0,0,0,15,2.70805020110221,9.37624958134506,10.6399598578344,6.66819938024285,7.93190965673219,0
2,0,23,529,0.166666666666667,40,9,8,64,6.52887575046698,3.43303412939377,81,0.0277777777777778,0,0,0,0,0,0,0,"Zambia",866,1,"866-1",1,0,1,0,0,0,26,3.25809653802148,10.6864492503884,13.8980563958559,7.42835271236692,10.6399598578344,0
7,1,22,484,0.0166666666666667,45,9,7,49,6.54829383632409,3.45245221525087,81,0.000277777777777778,0,0,0,0,0,0,0,"Zambia",564,1,"564-1",0,0,0,1,0,0,60,4.0943445622221,12.9653017015273,15.2451300438225,8.8709571393052,11.1507854816004,0
7,1,27,729,0.583333333333333,45,9,12,144,6.54829383632409,3.45245221525087,81,0.340277777777778,0,0,0,0,0,0,0,"Zambia",144,1,"144-1",0,1,0,0,0,0,25,3.2188758248682,11.0573924209209,12.9425449508285,7.8385165960527,9.7236691259603,0
6,1,28,784,0.333333333333333,45,10,12,144,6.54829383632409,3.45245221525087,100,0.111111111111111,0,0,0,0,0,0,0,"Zambia",144,1,"144-1",0,1,0,0,0,0,25,3.2188758248682,11.0573924209209,12.9425449508285,7.8385165960527,9.7236691259603,0
2,1,24,576,0.5,72,7,11,121,6.54867837776316,3.45283675668995,49,0.25,0,0,0,0,0,0,0,"Zambia",643,1,"643-1",0,0,0,0,0,0,20,2.99573227355399,11.228812335007,12.8933547066377,8.23308006145301,9.89762243308371,0
6,0,22,484,0.25,40,11,5,25,6.58603416430693,3.49019254323372,121,0.0625,0,0,0,0,0,0,0,"Zambia",276,1,"276-1",1,0,1,0,0,0,70,4.24849524204936,11.8612229000221,12.9425449508285,7.61272765797274,8.69404970877914,0
7,1,25,625,3,40,12,7,49,6.58603416430693,3.49019254323372,144,9,0,0,0,0,0,0,0,"Zambia",118,1,"118-1",1,0,0,1,0,0,40,3.68887945411394,12.1067800461732,11.5154285951883,8.41790059205926,7.82654914107436,0
6,1,49,2401,8,54,0,43,1849,6.58603416430693,3.49019254323372,0,64,0,0,0,0,0,0,0,"Zambia",257,1,"257-1",1,0,0,0,0,0,70,4.24849524204936,10.6971828060315,13.6356921313884,6.44868756398214,9.38719688933904,0
5,1,58,3364,7,60,5,47,2209,6.58603416430693,3.49019254323372,25,49,0,0,0,0,0,0,0,"Zambia",193,1,"193-1",0,0,0,0,0,0,55,4.00733318523247,13.1844591251748,14.3288393119484,9.17712593994233,10.3215061267159,0
1,1,55,3025,21,45,0,49,2401,6.58603416430693,3.49019254323372,0,441,0,0,0,0,0,0,0,"Zambia",196,1,"196-1",0,0,1,0,0,0,3,1.09861228866811,4.1172195968393,9.03052194540035,3.01860730817119,7.93190965673224,0
4,1,30,900,1.66666666666667,66,10,14,196,6.61882398712992,3.52298236605671,100,2.77777777777778,0,0,0,0,0,0,0,"Zambia",263,1,"263-1",0,0,0,0,0,0,125,4.8283137373023,9.66399832268583,14.2880173174281,4.83568458538353,9.4597035801258,0
4,1,20,400,0.333333333333333,54,7,7,49,6.64010138557721,3.54425976450399,49,0.111111111111111,0,0,0,0,0,0,0,"Zambia",284,1,"284-1",0,0,0,0,0,0,13,2.56494935746154,11.4153697310086,12.4317193270625,8.85042037354706,9.86676996960096,0
3,1,26,676,0.25,54,9,11,121,6.6505726854445,3.55473106437129,81,0.0625,0,0,0,0,0,0,0,"Zambia",284,1,"284-1",0,0,0,0,0,0,13,2.56494935746154,11.4153697310086,12.4317193270625,8.85042037354706,9.86676996960096,0
6,1,18,324,0.166666666666667,75,7,5,25,6.69139467996476,3.59555305889154,49,0.0277777777777778,0,0,0,0,0,0,0,"Zambia",839,1,"839-1",0,0,0,0,0,0,65,4.17438726989564,10.0892660580902,14.0411572394966,5.91487878819456,9.86676996960096,0
4,0,20,400,0.166666666666667,50,9,5,25,6.69139467996476,3.59555305889154,81,0.0277777777777778,0,0,0,0,0,0,0,"Zambia",536,1,"536-1",1,0,1,0,0,0,3,1.09861228866811,7.04670248485209,11.3331070383944,5.94809019618398,10.2344947497263,0
2,1,23,529,0.5,48,12,5,25,6.69139467996476,3.59555305889154,144,0.25,0,0,0,0,0,0,0,"Zambia",998,1,"998-1",1,0,0,1,0,0,11,2.39789527279837,9.74003300896183,13.6356921313884,7.34213773616346,11.23779685859,0
8,1,21,441,3,40,9,6,36,6.69139467996476,3.59555305889154,81,9,0,0,0,0,0,0,0,"Zambia",118,1,"118-1",1,0,0,1,0,0,40,3.68887945411394,12.1067800461732,11.5154285951883,8.41790059205926,7.82654914107436,0
1,1,22,484,0.75,50,10,6,36,6.69139467996476,3.59555305889154,100,0.5625,0,0,0,0,0,0,0,"Zambia",178,1,"178-1",1,1,0,0,0,0,25,3.2188758248682,9.64328528108829,11.6695792750156,6.42440945622009,8.4507034501474,0
9,1,22,484,3,40,9,7,49,6.69139467996476,3.59555305889154,81,9,0,0,0,0,0,0,0,"Zambia",118,1,"118-1",1,0,0,1,0,0,40,3.68887945411394,12.1067800461732,11.5154285951883,8.41790059205926,7.82654914107436,0
2,1,22,484,2,51,9,7,49,6.69139467996476,3.59555305889154,81,4,0,0,0,0,0,0,0,"Zambia",338,1,"338-1",1,1,0,0,0,0,9,2.19722457733622,10.5055655083641,9.221142305009,8.30834093102788,7.02391772767278,0
5,1,23,529,1.5,45,9,8,64,6.69139467996476,3.59555305889154,81,2.25,0,0,0,0,0,0,0,"Zambia",233,1,"233-1",0,0,0,1,0,0,36,3.58351893845611,12.6672088889745,15.2649326711187,9.08368995051839,11.6814137326626,0
1,1,24,576,0.833333333333333,51,10,8,64,6.69139467996476,3.59555305889154,100,0.694444444444445,0,0,0,0,0,0,0,"Zambia",962,1,"962-1",0,0,0,1,0,0,3,1.09861228866811,6.3725518049828,8.3373747648404,5.27393951631469,7.23876247617229,0
2,0,25,625,2,45,10,9,81,6.69139467996476,3.59555305889154,100,4,0,0,0,0,0,0,0,"Zambia",979,1,"979-1",1,0,1,0,0,0,9,2.19722457733622,9.39611887753023,9.9468126772745,7.19889430019401,7.74958809993828,0
4,0,25,625,1,45,9,10,100,6.69139467996476,3.59555305889154,81,1,0,0,0,0,0,0,0,"Zambia",48,1,"48-1",1,0,1,0,0,0,16,2.77258872223978,9.29148431471735,12.0262542189543,6.51889559247757,9.25366549671452,0
2,1,25,625,0.166666666666667,50,9,10,100,6.69139467996476,3.59555305889154,81,0.0277777777777778,0,0,0,0,0,0,0,"Zambia",178,1,"178-1",1,1,0,0,0,0,25,3.2188758248682,9.64328528108829,11.6695792750156,6.42440945622009,8.4507034501474,0
10,1,28,784,1.41666666666667,40,12,10,100,6.69139467996476,3.59555305889154,144,2.00694444444444,0,0,0,0,0,0,0,"Zambia",118,1,"118-1",1,0,0,1,0,0,40,3.68887945411394,12.1067800461732,11.5154285951883,8.41790059205926,7.82654914107436,0
2,1,22,484,0.25,50,5,11,121,6.69139467996476,3.59555305889154,25,0.0625,0,0,0,0,0,0,0,"Zambia",536,1,"536-1",1,0,1,0,0,0,3,1.09861228866811,7.04670248485209,11.3331070383944,5.94809019618398,10.2344947497263,0
4,1,28,784,1,45,7,15,225,6.69139467996476,3.59555305889154,49,1,0,0,0,0,0,0,0,"Zambia",109,1,"109-1",0,1,0,0,0,0,9,2.19722457733622,8.44660249802775,11.3331070383944,6.24937792069153,9.13588246105818,0
2,1,31,961,1,45,10,15,225,6.69139467996476,3.59555305889154,100,1,0,0,0,0,0,0,0,"Zambia",610,1,"610-1",1,1,0,0,0,0,6,1.79175946922805,7.28209942297206,8.3373747648404,5.49033995374401,6.54561529561235,0
4,1,32,1024,0.0833333333333333,48,10,16,256,6.69139467996476,3.59555305889154,100,0.00694444444444444,0,0,0,0,0,0,0,"Zambia",998,1,"998-1",1,0,0,1,0,0,11,2.39789527279837,9.74003300896183,13.6356921313884,7.34213773616346,11.23779685859,0
3,1,23,529,1.41666666666667,45,0,17,289,6.69139467996476,3.59555305889154,0,2.00694444444444,0,0,0,0,0,0,0,"Zambia",769,1,"769-1",0,1,0,0,0,0,7,1.94591014905531,8.2115641590614,9.90599068275425,6.26565401000609,7.96008053369894,0
2,1,31,961,0.0833333333333333,45,6,19,361,6.69139467996476,3.59555305889154,36,0.00694444444444444,0,0,0,0,0,0,0,"Zambia",426,1,"426-1",0,1,0,0,0,0,8,2.07944154167984,8.60297079434499,8.67384700146162,6.52352925266515,6.59440545978178,0
7,1,32,1024,2,45,7,19,361,6.69139467996476,3.59555305889154,49,4,0,0,0,0,0,0,0,"Zambia",816,1,"816-1",0,0,1,0,0,0,10,2.30258509299405,9.58798083626192,11.2922850438741,7.28539574326787,8.98969995088005,0
10,0,34,1156,0.583333333333333,45,7,21,441,6.69139467996476,3.59555305889154,49,0.340277777777778,0,0,0,0,0,0,0,"Zambia",48,1,"48-1",1,0,1,0,0,0,16,2.77258872223978,9.29148431471735,12.0262542189543,6.51889559247757,9.25366549671452,0
3,1,39,1521,3,60,10,23,529,6.69139467996476,3.59555305889154,100,9,0,0,0,0,0,0,0,"Zambia",315,1,"315-1",0,0,0,0,0,0,40,3.68887945411394,10.1798114879629,12.9425449508285,6.49093203384896,9.25366549671456,0
3,1,42,1764,17,45,9,27,729,6.69139467996476,3.59555305889154,81,289,0,0,0,0,0,0,0,"Zambia",596,1,"596-1",0,0,1,0,0,0,27,3.29583686600433,11.655291477589,15.2451300438225,8.35945461158467,11.9492931778182,0
3,1,51,2601,28,50,0,45,2025,6.69139467996476,3.59555305889154,0,784,0,0,0,0,0,0,0,"Zambia",178,1,"178-1",1,1,0,0,0,0,25,3.2188758248682,9.64328528108829,11.6695792750156,6.42440945622009,8.4507034501474,0
6,0,22,484,2.91666666666667,40,7,9,81,6.73061539311804,3.63477377204482,49,8.50694444444444,0,0,0,0,0,0,0,"Zambia",994,1,"994-1",1,0,0,0,1,0,106,4.66343909411207,15.76126328868,13.3480100589367,11.0978241945679,8.68457096482463,0
5,0,22,484,0.0833333333333333,45,13,3,9,6.74018484413419,3.64434322306098,169,0.00694444444444444,0,0,0,0,0,0,0,"Zambia",816,1,"816-1",0,0,1,0,0,0,10,2.30258509299405,9.58798083626192,11.2922850438741,7.28539574326787,8.98969995088005,0
2,0,23,529,0.666666666666667,45,10,7,49,6.74018484413419,3.64434322306098,100,0.444444444444444,0,0,0,0,0,0,0,"Zambia",816,1,"816-1",0,0,1,0,0,0,10,2.30258509299405,9.58798083626192,11.2922850438741,7.28539574326787,8.98969995088005,0
2,1,33,1089,2,45,7,20,400,6.74018484413419,3.64434322306098,49,4,0,0,0,0,0,0,0,"Zambia",465,1,"465-1",1,1,0,0,0,0,29,3.36729582998647,10.115073942046,10.2244444138728,6.74777811205953,6.85714858388633,0
8,1,27,729,0.583333333333333,45,7,14,196,6.7714373876383,3.67559576656508,49,0.340277777777778,0,0,0,0,0,0,0,"Zambia",144,1,"144-1",0,1,0,0,0,0,25,3.2188758248682,11.0573924209209,12.9425449508285,7.8385165960527,9.7236691259603,0
2,1,33,1089,0.25,45,7,20,400,6.7714373876383,3.67559576656508,49,0.0625,0,0,0,0,0,0,0,"Zambia",144,1,"144-1",0,1,0,0,0,0,25,3.2188758248682,11.0573924209209,12.9425449508285,7.8385165960527,9.7236691259603,0
1,1,34,1156,0.5,45,7,21,441,6.7714373876383,3.67559576656508,49,0.25,0,0,0,0,0,0,0,"Zambia",144,1,"144-1",0,1,0,0,0,0,25,3.2188758248682,11.0573924209209,12.9425449508285,7.8385165960527,9.7236691259603,0
3,1,22,484,0.583333333333333,70,12,4,16,6.78670485976908,3.69086323869587,144,0.340277777777778,0,0,0,0,0,0,0,"Zambia",437,1,"437-1",1,0,0,0,0,0,19,2.94443897916644,13.0326725126424,10.2832849138957,10.088233533476,7.33884593472926,0
7,1,20,400,3,45,7,7,49,6.78670485976908,3.69086323869587,49,9,0,0,0,0,0,0,0,"Zambia",109,1,"109-1",0,1,0,0,0,0,9,2.19722457733622,8.44660249802775,11.3331070383944,6.24937792069153,9.13588246105818,0
3,1,43,1849,26,45,7,30,900,6.81361231268901,3.71777069161579,49,676,0,0,0,0,0,0,0,"Zambia",193,1,"193-1",0,0,0,0,0,0,55,4.00733318523247,13.1844591251748,14.3288393119484,9.17712593994233,10.3215061267159,0
3,0,23,529,2,42.5,13,4,16,6.83115662233992,3.7353150012667,169,4,0,0,0,0,0,0,0,"Zambia",883,1,"883-1",1,0,0,0,0,0,17,2.83321334405622,9.01821171348572,11.2277465227366,6.1849983694295,8.39453317868038,0
2,1,30,900,7,54,7,17,289,6.83115662233992,3.7353150012667,49,49,0,0,0,0,0,0,0,"Zambia",257,1,"257-1",1,0,0,0,0,0,70,4.24849524204936,10.6971828060315,13.6356921313884,6.44868756398214,9.38719688933904,0
5,1,23,529,0.583333333333333,45,9,8,64,6.86113745455185,3.76529583347864,81,0.340277777777778,0,0,0,0,0,0,0,"Zambia",769,1,"769-1",0,1,0,0,0,0,7,1.94591014905531,8.2115641590614,9.90599068275425,6.26565401000609,7.96008053369894,0
4,1,25,625,1.16666666666667,45,9,10,100,6.86113745455185,3.76529583347864,81,1.36111111111111,0,0,0,0,0,0,0,"Zambia",769,1,"769-1",0,1,0,0,0,0,7,1.94591014905531,8.2115641590614,9.90599068275425,6.26565401000609,7.96008053369894,0
3,0,23,529,0.25,45,13,4,16,6.87371623675871,3.7778746156855,169,0.0625,0,0,0,0,0,0,0,"Zambia",48,1,"48-1",1,0,1,0,0,0,16,2.77258872223978,9.29148431471735,12.0262542189543,6.51889559247757,9.25366549671452,0
3,0,20,400,0.166666666666667,50,9,5,25,6.87371623675871,3.7778746156855,81,0.0277777777777778,0,0,0,0,0,0,0,"Zambia",536,1,"536-1",1,0,1,0,0,0,3,1.09861228866811,7.04670248485209,11.3331070383944,5.94809019618398,10.2344947497263,0
9,1,21,441,0.75,66,10,5,25,6.87371623675871,3.7778746156855,100,0.5625,0,0,0,0,0,0,0,"Zambia",925,1,"925-1",0,0,1,0,0,0,150,5.01063529409626,13.8759890445306,16.1205987811764,8.86535375043434,11.1099634870801,0
3,1,23,529,2,56,12,5,25,6.87371623675871,3.7778746156855,144,4,0,0,0,0,0,0,0,"Zambia",70,1,"70-1",1,0,0,0,0,0,150,5.01063529409626,12.706136969054,14.3288393119484,7.69550167495774,9.31820401785214,0
1,1,25,625,0.25,45,12,7,49,6.87371623675871,3.7778746156855,144,0.0625,0,0,0,0,0,0,0,"Zambia",426,1,"426-1",0,1,0,0,0,0,8,2.07944154167984,8.60297079434499,8.67384700146162,6.52352925266515,6.59440545978178,0
7,1,23,529,3.33333333333333,45,9,8,64,6.87371623675871,3.7778746156855,81,11.1111111111111,0,0,0,0,0,0,0,"Zambia",95,1,"95-1",0,0,1,0,0,0,127,4.84418708645859,13.3326750694822,12.9425449508285,8.48848798302361,8.09835786436991,0
3,1,24,576,4,45,8,10,100,6.87371623675871,3.7778746156855,64,16,0,0,0,0,0,0,0,"Zambia",538,1,"538-1",0,0,0,1,0,0,58,4.06044301054642,14.2490168204631,14.0411572394966,10.1885738099167,9.98071422895018,0
1,1,24,576,0.25,56,6,12,144,6.87371623675871,3.7778746156855,36,0.0625,0,0,0,0,0,0,0,"Zambia",836,1,"836-1",0,0,1,0,0,0,2,0.693147180559945,6.77532512142525,7.89108766221198,6.08217794086531,7.19794048165203,0
9,1,27,729,4,45,9,12,144,6.87371623675871,3.7778746156855,81,16,0,0,0,0,0,0,0,"Zambia",561,1,"561-1",0,0,0,1,0,0,18,2.89037175789616,10.8148867559193,12.0262542189543,7.92451499802314,9.13588246105814,0
4,1,26,676,6,45,7,13,169,6.87371623675871,3.7778746156855,49,36,0,0,0,0,0,0,0,"Zambia",686,1,"686-1",1,1,0,0,0,0,16,2.77258872223978,10.1269043232516,12.4317193270625,7.35431560101182,9.65913060482272,0
3,0,30,900,7,45,11,13,169,6.87371623675871,3.7778746156855,121,49,0,0,0,0,0,0,0,"Zambia",979,1,"979-1",1,0,1,0,0,0,9,2.19722457733622,9.39611887753023,9.9468126772745,7.19889430019401,7.74958809993828,0
2,1,28,784,0.833333333333333,50,7,15,225,6.87371623675871,3.7778746156855,49,0.694444444444445,0,0,0,0,0,0,0,"Zambia",709,1,"709-1",0,0,0,1,0,0,4,1.38629436111989,7.59252495065517,10.4168163065202,6.20623058953528,9.03052194540031,0
3,1,31,961,7,45,9,16,256,6.87371623675871,3.7778746156855,81,49,0,0,0,0,0,0,0,"Zambia",686,1,"686-1",1,1,0,0,0,0,16,2.77258872223978,10.1269043232516,12.4317193270625,7.35431560101182,9.65913060482272,0
9,1,36,1296,10,45,14,16,256,6.87371623675871,3.7778746156855,196,100,0,0,0,0,0,0,0,"Zambia",451,1,"451-1",0,1,0,0,0,0,66,4.18965474202643,12.0038792004236,11.7385721465026,7.81422445839717,7.54891740447617,0
3,1,32,1024,2.33333333333333,54,7,19,361,6.87371623675871,3.7778746156855,49,5.44444444444445,0,0,0,0,0,0,0,"Zambia",198,1,"198-1",1,0,1,0,0,0,10,2.30258509299405,8.51261796847907,11.6695792750156,6.21003287548502,9.36699418202155,0
4,1,37,1369,9,45,12,19,361,6.87371623675871,3.7778746156855,144,81,0,0,0,0,0,0,0,"Zambia",596,1,"596-1",0,0,1,0,0,0,27,3.29583686600433,11.655291477589,15.2451300438225,8.35945461158467,11.9492931778182,0
6,1,33,1089,13.5,45,7,20,400,6.87371623675871,3.7778746156855,49,182.25,0,0,0,0,0,0,0,"Zambia",95,1,"95-1",0,0,1,0,0,0,127,4.84418708645859,13.3326750694822,12.9425449508285,8.48848798302361,8.09835786436991,0
1,1,34,1156,2.5,45,7,21,441,6.87371623675871,3.7778746156855,49,6.25,0,0,0,0,0,0,0,"Zambia",450,1,"450-1",0,0,1,0,0,0,7,1.94591014905531,9.85874239947834,11.1099634870802,7.91283225042303,9.16405333802489,0
9,0,34,1156,5,45,7,21,441,6.87371623675871,3.7778746156855,49,25,0,0,0,0,0,0,0,"Zambia",48,1,"48-1",1,0,1,0,0,0,16,2.77258872223978,9.29148431471735,12.0262542189543,6.51889559247757,9.25366549671452,0
7,1,39,1521,7,45,10,23,529,6.87371623675871,3.7778746156855,100,49,0,0,0,0,0,0,0,"Zambia",561,1,"561-1",0,0,0,1,0,0,18,2.89037175789616,10.8148867559193,12.0262542189543,7.92451499802314,9.13588246105814,0
