lprn,lsf,unitsftc,bathstot,roomsn,sfan,sfdn,cencityn,urbsubn,urbann,riuraln,agelt5,age510,age1015,agegte30,inadeq,degreen,s87,s88,s89,s90,s91,s92,s93,verylg,large,siz1to3,small,prvlocn,firbuy,incbuy,incsell,qbusb,qbusn,agen,ageb,blkbuy,blksell,marbuy,marsell,sfbuy,sfsell,edubuy,edusell,kidbuy,kidsell,cenind,saltotbt,saltotnt
11.45106,8.006368,0,2,9,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,33000,26080,1,1,46,35,0,0,1,1,0,0,0,0,1,1,0,0,0
11.45106,7.972466,0,2.5,8,0,1,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,40000,48000,0,1,57,31,0,0,1,1,0,0,1,0,0,1,0,0,0
11.45106,7.069874,0,2,6,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,53000,40000,0,1,36,46,0,0,1,1,0,0,0,0,1,1,0,0,0
11.45637,7.740664,0,3,7,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,40000,20000,1,0,50,36,0,0,1,0,0,1,0,0,0,1,0,0,0
11.45637,6.813445,0,1,5,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,57000,37799,0,0,33,33,0,0,0,1,0,0,0,1,0,1,0,0,0
11.45742,8.294049,1,3.5,12,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,54000,72000,0,0,41,48,0,0,0,0,1,0,1,1,0,0,0,0,0
11.46164,7.438384,0,2,6,0,1,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,70000,24000,0,0,37,41,0,0,1,1,0,0,1,0,1,1,0,0,0
11.46164,7.600903,0,1.5,9,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,13000,7000,1,1,39,43,0,0,1,0,0,0,0,0,1,0,0,0,0
11.46164,7.549609,0,1.5,7,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,65,64,0,0,0,1,1,0,0,0,0,0,0,0,0
11.46164,7.600903,0,2,6,0,1,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,72500,45000,0,0,56,73,0,0,1,1,0,0,1,1,0,0,0,0,0
11.47211,7.426549,0,1.5,7,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,120000,0,1,0,31,88,0,0,1,0,0,0,1,0,1,0,0,0,0
11.47211,7.495542,0,2,5,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,45000,1,0,35,42,0,0,1,1,0,0,1,1,1,1,0,0,0
11.47731,7.377759,0,1,7,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,54000,56000,0,0,28,31,0,0,1,1,0,0,1,1,0,1,0,0,0
11.48248,6.802395,0,1,4,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,40000,0,0,0,25,65,0,0,1,0,0,1,1,0,0,0,0,0,0
11.48248,6.761573,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,44000,32000,0,0,58,33,0,0,0,0,1,1,1,1,0,0,0,0,0
11.48762,7.438384,0,2.5,6,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,45000,50000,0,0,44,39,0,0,1,1,0,0,1,1,1,1,0,0,0
11.48762,7.696213,0,2,9,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,51800,27200,0,0,34,58,0,0,1,1,0,0,1,1,1,0,0,0,0
11.48762,7.600903,0,2,8,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,52000,0,0,0,41,58,0,0,1,1,0,0,0,1,1,0,0,0,0
11.49273,7.467371,0,2.5,8,0,1,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,8500,45000,0,0,31,38,0,0,1,1,0,0,1,1,1,1,0,0,0
11.49782,7.863267,0,2,8,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,24000,1,0,56,58,0,0,1,1,0,0,0,1,0,0,0,0,0
11.50288,7.783224,0,1.5,8,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,70000,116000,0,0,32,49,0,0,1,1,0,0,1,1,1,0,0,0,0
11.50792,8.268732,0,2,6,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,36000,50000,0,0,48,40,0,0,1,1,0,0,1,1,0,1,0,0,0
11.50792,7.783224,0,2.5,8,0,1,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,63000,0,0,36,43,0,0,1,1,0,0,1,0,1,1,0,0,0
11.51294,8.188689,0,3.5,9,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,42000,48000,1,1,36,55,0,0,1,1,0,0,1,1,1,1,0,0,0
11.51294,7.919356,0,2,6,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20000,1,1,49,60,0,0,1,1,0,0,0,0,0,0,0,0,0
11.51294,8.294049,1,2.5,9,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,45000,25000,0,0,41,60,0,0,1,1,0,0,0,1,1,0,0,0,0
11.51294,7.696213,0,2,8,0,1,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27000,1,1,44,37,0,0,1,0,0,0,0,0,1,1,0,0,0
11.51792,7.495542,0,1.5,6,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,80000,60000,0,0,26,59,0,0,1,1,0,0,1,1,0,0,0,0,0
11.52289,7.824046,0,2,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,71000,33000,0,0,39,35,0,0,1,1,0,0,1,1,0,1,0,0,0
11.52289,7.377759,0,1.5,6,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,48000,38000,0,1,31,47,0,0,1,1,0,0,1,0,1,1,0,0,0
11.53274,7.495542,0,1,7,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,32000,52000,0,0,45,40,0,0,1,1,0,0,0,1,0,1,0,0,0
11.53274,8.070906,0,3,10,0,1,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,46000,85000,0,0,35,44,1,0,1,1,0,0,0,1,1,1,0,0,0
11.54249,7.919356,0,3,8,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,52000,75000,0,1,39,26,0,0,0,1,1,0,0,1,0,0,0,0,0
11.54249,7.261927,0,2,5,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,65000,9200,1,0,37,42,0,0,1,1,0,0,0,0,0,0,0,0,0
11.55216,7.32975,0,1.5,5,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,52000,16000,1,1,34,26,0,0,0,1,0,0,1,0,0,0,0,0,0
11.55216,7.495542,0,2,8,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,60000,50000,0,0,31,39,0,0,1,1,0,0,1,0,0,1,0,0,0
11.56173,6.291569,0,1.5,5,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,65000,38000,0,0,29,38,0,0,1,0,0,0,0,1,1,0,0,0,0
11.56173,7.090077,0,1.5,6,0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,68000,49000,0,0,37,34,0,0,1,1,0,0,1,1,0,1,0,0,0
11.56173,7.321188,0,1.5,7,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,70000,43000,1,0,38,25,0,0,1,1,0,0,0,0,0,1,0,0,0
11.56173,8.294049,1,2,6,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,40000,0,1,0,42,35,0,0,1,0,0,0,0,0,0,0,0,0,0
11.56173,7.664816,0,1,6,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,35000,0,0,0,29,37,0,0,1,0,0,1,0,0,1,1,0,0,0
11.56173,7.783224,0,2.5,7,0,1,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,115600,60000,0,0,25,36,0,0,1,1,0,0,0,1,0,1,0,0,1
11.5712,7.624619,0,1,4,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,42000,45000,0,0,35,47,0,0,1,1,0,0,1,0,1,1,0,0,0
11.58013,7.377759,0,1.5,8,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,102000,36000,1,0,34,41,0,0,1,1,0,0,0,0,1,1,0,0,0
11.58059,7.824046,0,2.5,8,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30000,40000,0,0,33,38,0,0,1,1,0,0,0,1,1,1,0,0,0
11.58059,8.294049,1,2,9,0,1,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,46000,47000,0,0,38,48,0,0,1,1,0,0,1,1,1,1,0,0,0
11.5899,7.783224,0,2,10,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,90500,73000,0,0,35,44,0,0,1,1,0,0,1,1,0,1,0,0,0
11.5899,7.740664,0,3,9,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,60000,1,0,69,35,0,0,1,1,0,0,1,0,0,1,0,0,0
11.59451,7.234177,0,2,10,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,70000,47500,0,0,30,44,0,0,1,1,0,0,1,1,1,1,0,0,0
11.59911,7.279319,0,2.5,6,0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,60000,47000,0,0,30,33,0,0,1,1,0,0,1,1,0,1,0,0,0
11.60824,7.244227,0,1.5,6,0,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,21000,65000,0,0,38,43,0,0,1,1,0,0,1,1,1,0,0,0,0
11.60824,7.600903,0,2,8,0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,60000,80000,1,1,42,44,0,0,1,1,0,0,1,1,1,1,0,0,0
11.60824,8.006368,0,3,9,0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,60000,46000,0,0,32,46,0,0,1,1,0,0,1,1,1,1,0,0,0
11.61729,7.377759,0,2,7,0,1,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,45000,20000,1,0,30,32,0,0,1,1,0,0,0,0,1,1,0,0,0
11.62626,7.495542,0,2,5,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,12000,0,0,34,35,0,0,1,1,0,0,1,1,1,0,0,0,0
11.62626,7.673223,0,2.5,8,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,50000,48500,0,1,54,36,0,0,1,1,0,0,0,0,1,1,0,0,0
11.62626,7.600903,0,3,9,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,55000,0,0,0,44,52,0,0,1,0,0,1,1,1,1,0,0,0,0
11.62626,7.863267,0,2.5,9,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,50500,57000,1,0,42,39,0,0,1,1,0,0,0,1,1,1,0,0,0
11.62626,7.816014,0,2.5,8,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,6000,53900,0,0,40,50,0,0,1,1,0,0,0,1,1,1,0,0,0
11.62626,7.696213,0,2,7,0,1,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,67500,50000,0,0,52,52,0,0,1,1,0,0,0,0,0,0,0,0,0
11.63515,7.600903,0,2.5,9,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,76000,45000,0,0,30,31,0,0,0,1,0,0,1,1,0,0,0,0,0
11.63515,7.648263,0,1.5,6,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,59000,0,0,0,38,74,0,0,1,1,0,0,0,0,0,0,0,0,0
11.64396,7.649693,0,2,9,0,1,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,53000,0,1,0,33,34,0,0,1,1,0,0,1,0,1,1,0,0,0
11.65183,7.696213,0,2,10,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13400,55000,1,0,43,42,0,0,1,1,0,0,0,0,1,1,0,0,0
11.65183,7.313221,0,1,7,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,48000,52000,0,0,26,40,0,0,1,1,0,0,1,0,0,0,0,0,0
11.6527,7.438384,0,1.5,6,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,36000,0,0,49,31,0,0,1,1,0,0,0,1,1,1,0,0,0
11.6527,7.090077,0,2,4,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66,64,0,0,1,0,0,0,1,1,0,0,0,0,0
11.6527,7.313221,0,2.5,5,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,91,0,0,1,1,0,0,1,0,0,0,0,0,0
11.6527,8.294049,1,3.5,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,40000,15000,0,0,39,44,0,0,1,0,0,1,1,0,1,1,0,0,0
11.6527,7.474772,0,2,6,0,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,54000,51000,0,0,32,35,0,0,1,1,0,0,1,1,1,0,0,0,0
11.6527,7.600903,0,2,9,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,52000,88000,0,0,39,59,0,0,1,1,0,0,1,1,1,0,0,0,0
11.6527,8.101678,0,2,8,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,51000,400,0,0,40,72,0,0,1,0,0,1,1,1,1,0,0,0,0
11.6527,7.408531,0,2.5,5,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38500,0,0,68,32,0,0,1,1,0,0,1,0,0,1,0,0,0
11.6527,7.003066,0,1.5,7,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,22000,19600,0,0,24,25,0,0,1,1,0,0,0,0,1,1,0,0,0
11.65703,7.600903,0,2,6,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,49000,36000,0,0,37,49,0,0,1,1,0,0,0,0,1,0,0,0,0
11.66135,7.522941,0,1.5,6,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,52000,0,1,0,28,38,0,0,1,1,0,0,1,1,0,1,0,0,0
11.66135,7.600903,0,2.5,8,0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,35000,45000,1,0,47,36,0,0,1,1,0,0,0,1,0,1,0,0,0
11.66994,7.495542,0,1.5,7,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,63000,36000,0,0,37,31,0,0,1,1,0,0,1,0,1,0,0,0,0
11.67845,6.684612,0,1,4,0,1,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71000,0,1,33,33,0,0,0,1,0,0,1,1,0,0,0,0,0
11.67845,7.46164,0,2,6,0,1,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,45000,41500,0,0,32,36,0,0,1,0,0,0,1,1,1,0,0,0,0
11.68386,8.188689,0,2.5,9,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,86000,45000,0,0,38,60,0,0,1,1,0,0,1,1,1,0,0,0,0
11.69442,7.640123,0,1,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,35000,45000,0,0,33,30,0,0,0,1,1,0,0,1,1,0,0,0,0
11.69526,7.313221,0,1.5,8,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,42000,1,0,44,53,0,0,0,1,1,0,0,0,1,1,0,0,0
11.70768,7.517521,0,2,7,0,1,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,5000,25000,0,0,53,65,0,0,1,1,0,0,0,0,1,0,0,0,0
11.71178,6.809039,0,1,5,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,82000,26000,0,0,31,19,0,0,1,1,0,0,1,0,0,0,0,0,0
11.724,7.377759,0,2.5,7,1,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,31800,40000,0,0,67,34,0,0,1,1,0,0,0,1,0,1,0,0,0
11.73608,7.060476,0,2,5,1,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,55000,50000,0,0,32,36,0,0,1,1,0,0,1,1,1,1,0,0,0
11.73608,7.377759,0,2,5,0,1,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,32000,0,0,39,46,0,0,1,1,0,0,1,0,0,0,0,0,0
11.73608,8.037867,0,1.5,7,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,20000,0,0,1,52,66,0,0,1,1,0,0,0,0,0,0,0,0,0
11.73608,6.214608,0,1,3,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,30000,1,0,54,32,0,0,0,0,0,0,0,0,0,0,0,0,0
11.75588,7.815207,0,2,5,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,55000,30000,1,0,35,41,0,0,1,1,0,0,0,0,0,1,0,0,0
11.75979,8.294049,1,2.5,10,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,67000,100001,0,0,35,37,0,0,1,1,0,0,1,1,1,1,0,1,0
11.75979,7.352441,0,1,4,1,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,55000,70000,0,0,37,31,0,0,0,0,0,0,1,0,0,0,0,0,0
11.75979,8.294049,1,2,13,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,45000,3000,1,1,43,65,0,0,0,0,1,1,0,0,1,0,0,0,0
11.77453,7.549609,0,2.5,9,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,85000,65000,0,0,37,37,0,0,1,1,0,0,1,0,1,1,0,0,0
11.7753,7.630461,0,2,8,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,35000,44000,0,0,44,61,0,0,1,1,0,0,0,0,1,0,0,0,0
11.7753,7.937375,0,2.5,9,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,81000,30000,0,0,54,46,0,0,1,0,0,0,1,1,1,0,0,0,0
11.7753,8.006368,0,3,10,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,63000,65000,0,0,45,42,0,0,1,1,0,0,1,1,1,0,0,0,0
11.77914,8.160519,0,2.5,10,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,47000,2748,0,0,38,57,0,0,1,1,0,0,1,0,1,0,0,0,0
11.79056,8.188689,0,2,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,84000,75000,0,0,35,54,0,0,1,1,0,0,1,1,1,0,0,0,0
11.79056,7.313221,0,1.5,6,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,45000,47000,0,0,26,51,0,0,1,1,0,0,0,0,1,1,0,0,0
11.79056,7.549609,0,2.5,6,0,1,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,46000,1000,0,1,48,39,0,0,1,0,0,1,1,0,0,1,0,0,0
11.79811,7.588324,0,1.5,7,0,1,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,40000,18300,0,0,34,45,0,0,1,0,0,1,1,0,1,1,0,0,0
11.80186,7.313221,0,2.5,9,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,52000,15000,0,0,41,62,0,0,1,1,0,0,1,0,1,0,0,0,0
11.81304,7.696213,0,2.5,4,1,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,67000,35000,0,0,29,30,0,0,0,0,1,0,1,1,0,0,0,0,0
11.81304,8.160519,0,2.5,8,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,49000,38500,0,0,40,47,0,0,1,1,0,0,1,0,1,1,0,0,0
11.81304,6.907755,0,1,5,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,39000,44200,0,0,35,49,0,0,0,0,1,1,1,1,0,1,0,0,0
11.81304,7.610853,0,2,5,0,1,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1100,60000,1,0,75,60,0,0,1,1,0,0,1,0,0,0,0,0,0
11.81673,7.600903,0,2.5,8,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,0,0,0,34,68,0,0,1,0,0,1,1,0,1,0,0,0,0
11.82042,7.495542,0,2.5,6,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,76000,1,0,30,34,0,0,0,0,1,0,0,1,0,0,0,0,0
11.82774,8.006368,0,3,10,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,66000,7000,0,0,42,66,0,0,1,1,0,0,1,0,1,0,0,0,0
11.82774,7.495542,0,1,8,0,1,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,100000,80000,0,1,46,38,0,0,0,1,0,0,1,1,0,0,0,0,1
11.83139,7.600903,0,1.5,6,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,46000,90000,0,0,24,32,0,0,1,1,0,0,1,1,0,1,0,0,0
11.83502,7.643003,0,1,6,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,53000,53000,0,0,33,38,0,0,1,1,0,0,1,1,0,0,0,0,0
11.84941,7.740664,0,1.5,5,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,45000,5000,0,0,43,66,0,0,1,1,0,0,0,0,1,0,0,0,0
11.84941,7.696213,0,2,7,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,45000,130000,0,0,45,51,0,0,1,1,0,0,1,0,0,1,0,0,0
11.84941,7.740664,0,2,7,0,1,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,88000,46000,1,1,36,31,0,1,1,1,0,0,1,1,1,1,0,0,0
11.84941,7.313221,0,2.5,5,1,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,32000,120000,0,0,37,30,0,0,1,1,0,0,0,1,1,0,0,0,0
11.84941,7.649693,0,3,8,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,32000,0,0,0,36,63,0,0,1,1,0,0,0,1,1,0,0,0,0
11.87061,7.824046,0,2.5,7,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,47000,70000,0,0,41,28,0,0,1,1,0,0,0,1,1,0,0,0,0
11.87061,7.408531,0,2,5,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,63,63,0,0,0,0,1,0,0,0,0,0,0,0,0
11.87061,7.313221,0,2,5,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000,0,0,64,38,0,0,1,1,0,0,0,1,0,1,0,0,0
11.87758,8.006368,0,2.5,8,0,1,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,52000,84000,0,0,39,42,0,0,1,1,0,0,1,1,1,1,0,0,0
11.90159,6.828712,0,1.5,7,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,86000,0,1,0,31,37,0,0,1,1,0,0,0,1,0,1,0,0,0
11.91171,7.824046,0,2,7,0,1,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,75000,28000,0,1,38,50,0,0,1,0,0,1,1,0,1,0,0,0,0
11.91506,8.294049,1,2,8,0,1,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,41000,0,1,45,30,0,0,1,0,0,0,0,1,0,0,0,0,0
11.9184,7.783224,0,2.5,8,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,54000,67000,0,0,42,38,0,0,1,1,0,0,1,0,1,1,0,0,0
11.9184,7.901007,0,1.5,6,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,81500,33000,0,0,31,26,0,0,1,0,0,0,0,1,1,0,0,0,0
11.9184,8.131531,0,3.5,8,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100000,0,1,49,44,0,0,1,1,0,0,1,1,1,1,0,0,0
