seqno,grade,sex,race,bilingual,bil,lunch,income,sn,sped,absent1,absent2,present1,present2,v15,v16,v17,passfail,sat_00_m,v19,v20,v21,sat_00_r,v23,v24,sat1m,sat_01_m,v27,v28,sat1r,sat_01_r,spr00plm,mcas00m,spr00ple,mcas00e,spr01plm,mcas01m,spr01ple,mcas01e,fa01plm,mcasfama,fa01ple,mcasfael,sch
7489,8,F,Black, ,No,AF,1,L4,4, , , , ,6,22,1,0,627,6,1,1,577,7,5,1,614,7,1,1,587, , , , , , ,W,214, , , , ,2200
7490,7,F,Black, ,No,AR,2, ,0, , , , ,5,63,2,1,658,5,34,2,638, , , , , , , , , , , , , , , , , , , , ,2120
7491,7,F,White, ,No,AR,2,X4,4, , , , , , , , , , , , , , , , , ,6, , , , , , , ,ALT, , , , , , , ,2110
7492,11,F,Black, ,No,O,3, ,0, , , , ,9,97,3,1,764,9,81,3,735, , , , , , , , , , , , ,A,260,P,248, , , , ,1030
7493,11,F,Black, ,No,O,3, ,0, , , , ,9,95,3,1,752,9,71,3,722, , , , , , , , , , , , ,F,218,F,218, , , , ,1210
7494,8,F,Black, ,No,AF,1, ,0, , , , ,6,38,1,0,645,6,34,2,647,7,36,1,658,7,28,2,657, , , , , , ,NI,226, , , , ,2120
7495,8,M,White, ,No,DC,1,L3,3, , , , ,6,7,1,0,600,6,28,2,641,7,12,1,629,7,46,2,677, , , , , , , , , , , , ,2170
7496,8,F,Hispanic, ,No,AF,1,L4,4, , , , ,6,32,1,0,639,6,42,2,655,7,21,1,642,7,35,2,666, , , , , , ,W,216, , , , ,2190
7497,8,F,Black, ,No,O,3, ,0, , , , ,7,23,1,0,644,7,37,2,668,7,17,1,636,7,29,2,659, , , , , , ,NI,230, , , , ,2200
7498,8,M,Black, ,No,IH,2, ,0, , , , , , , , , , , , , ,7,10,1,627,7,10,1,628, , , , , , ,W,218, , , , ,2950
7499,8,F,Black, ,No,AF,1,P4,4, , , , ,6,3,1,0,583,6, , , ,7,5,1,611,7, , , , , , , , , ,W,214, , , , ,2030
7500,8,M,Black, ,No,AR,2,A4,4, , , , ,6,2,1,0,573,6,5,1,602,7,12,1,629,7,11,1,630, , , , , , ,W,214, , , , ,2030
7501,11,M,Asian, ,No,AF,1, ,0, , , , ,9,97,3,1,764,9,51,2,702, , , , , , , , , , , , ,A,260,NI,228, , , , ,1030
7502,7,F,Black, ,No,DC,1,A4,4, , , , ,5,2,1,0,569,5,8,1,597,6,16,1,618,6,3,1,593, , , , ,W,206, , , , , , ,2030
7503,8,F,Black, ,No,AF,1, ,0, , , , ,6,50,2,1,656,6,36,2,649,7,40,1,662,7,48,2,679, , , , , , ,NI,228, , , , ,2090
7504,8,M,Black, ,No,AF,1, ,0, , , , ,7,18,1,0,638,7,43,2,674,7,21,1,642,7,29,2,659, , , , , , ,NI,234, , , , ,2190
7505,7,M,White, ,No,O,3, ,0, , , , , , , , , , , , , , , , , ,7,18,1,643, , , , , , ,W,208, , , , ,2030
7506,8,F,Black, ,No,O,3, ,0, , , , ,7,40,1,0,662,7,81,3,715, , , , , , , , , , , , , , , , , , , , ,2140
7507,8,M,Hispanic, ,No,AF,1, ,0, , , , ,6,38,1,0,645,6,25,2,637,7,76,2,698,7,46,2,677, , , , , , ,NI,224, , , , ,2100
7508,8,F,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,7,9,1,624,7,22,2,649, , , , , , ,W,216, , , , ,2030
7509,8,M,Hispanic,S,Yes,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2130
7510,11,F,Hispanic, ,No,O,3, ,0, , , , ,9,93,3,1,746,9,47,2,698, , , , , , , , , , , , ,A,260,P,248, , , , ,1030
7511,7,M,Hispanic, ,No,DC,1, ,0, , , , ,6,10,1,0,609,6,30,2,643,6,25,1,631,6,40,2,653, , , , ,W,216, , , , , , ,2170
7512,8,M,Black, ,No,AF,1, ,0, , , , ,6,68,2,1,674,6,13,1,619,7,79,2,703,7,12,1,632, , , , , , ,NI,228, , , , ,2170
7513,8,F,Black, ,No,AF,1,R3,3, , , , ,6,17,1,0,620,6,5,1,602,6,20,1,625,6,2,1,590, , , , ,W,214, , , , , , ,2030
7514,8,M,Black, ,No,AR,2, ,0, , , , ,6,43,2,1,650,6,36,2,649,7,70,2,691,7,35,2,666, , , , , , ,NI,238, , , , ,2110
7515,8,M,Black, ,No,AF,1, ,0, , , , ,6,26,1,0,633,6,42,2,655,7,52,2,672,7,43,2,674, , , , , , ,NI,224, , , , ,2110
7516,7,F,Hispanic, ,No,AF,1, ,0, , , , ,5,34,2,1,632,5,10,1,603, , , , , , , , , , , , ,W,216, , , , , , ,2060
7517,8,M,Black, ,No,AF,1,B4,4, , , , ,6,63,2,1,669,6,40,2,653,7,30,1,652,7,41,2,672, , , , , , , , , , , , ,2030
7518,11,F,Hispanic, ,No,IH,2, ,0, , , , ,9,51,2,1,687,9,49,2,700, , , , , , , , , , , , ,F,218,NI,226, , , , ,1210
7519,11,F,Black, ,No,O,3, ,0, , , , ,9,99,4,1,807,9,71,3,722, , , , , , , , , , , , ,A,260,P,246, , , , ,1030
7520,11,F,Black, ,No,AF,1, ,0, , , , ,9,78,2,1,717,9,84,3,739, , , , , , , , , , , , ,P,244,P,244, , , , ,1030
7521,8,M,White, ,No,IH,2, ,0, , , , ,6,22,1,0,627,6,56,2,669, , , , , , , , , , , , , , , , , , , , ,2140
7522,7,M,Hispanic, ,No,AF,1, ,0, , , , ,6,13,1,0,614,6,23,2,635,7,8,1,622,7,6,1,617, , , , , , ,NI,224, , , , ,2040
7523,8,F,White, ,No,IH,2, ,0, , , , ,6,52,2,1,658,6,44,2,657, , , , , , , , , , , , , , , , , , , , ,2140
7524,11,F,Asian, ,No,AF,1, ,0, , , , ,9,93,3,1,746,9,93,4,757, , , , , , , , , , , , ,P,248,A,268, , , , ,1010
7525,8,M,Hispanic, ,No,AF,1, ,0, , , , ,7,42,1,0,664,7,17,1,641,7,44,1,666,7,31,2,661, , , , , , ,NI,222, , , , ,2090
7526,8,F,Black, ,No,O,3,L4,4, , , , ,6,23,1,0,629,6,53,2,666, , , , , , , , , , , , , , , , , , , , ,2260
7527,8,M,Asian, ,No,AF,1, ,0, , , , ,6, , , , ,6,61,2,674,7,63,2,683,7,39,2,670, , , , , , ,NI,220, , , , ,2110
7528,8,M,Black, ,No,O,3,B4,4, , , , ,6,6,1,0,597,6,4,1,597,7,9,1,624,7,12,1,632, , , , , , ,W,216, , , , ,2090
7529,7,M,Black, ,No,O,3, ,0, , , , ,6,22,1,0,627,6,51,2,664,6,36,1,643,6,30,2,643, , , , ,NI,228, , , , , , ,2120
7530,11,M,White, ,No,AR,2, ,0, , , , ,9,92,3,1,742,9,86,3,743, , , , , , , , , , , , ,A,262,A,264, , , , ,1010
7531,11,M,Hispanic, ,No,O,3, ,0, , , , , , , , , , , , , ,11,17,1,671,11,44,2,706,F,210,NI,236, , , , , , , , ,1030
7532,8,F,Black, ,No,AF,1, ,0, , , , ,6,28,1,0,635,6,40,2,653, , , , , , , , , , , , , , , , , , , , ,2260
7533,11,M,Black, ,No,IH,2,R3,3, , , , ,9,58,2,1,694,9,3,1,626,10,16,1,668, , , , , , , , ,F,214,F,212, , , , ,1040
7534,8,M,Black, ,No,AF,1, ,0, , , , ,6,50,2,1,656,6,47,2,660, , , , , , , , , , , , , , , , , , , , ,2140
7535,8,M,Hispanic, ,No,AF,1,R3,3, , , , ,7,50,2,1,670,7,9,1,626,7,70,2,691,7,17,1,641, , , , , , ,NI,222, , , , ,2190
7536,8,M,Black, ,No,O,3,U4,4, , , , ,7,17,1,0,636,7,22,2,649, , , , , , , , , , , , , , , , , , , , ,2140
7537,8,F,Hispanic, ,No,AF,1, ,0, , , , ,6,61,2,1,667,6,42,2,655, , , , , , , , , , , , , , , , , , , , ,2140
7538,8,M,Black, ,No,O,3,R3,3, , , , ,6,26,1,0,633,6,14,1,621,7,12,1,629,7,10,1,628, , , , , , ,W,212, , , , ,2030
7539,8,M,Hispanic, ,No,AF,1, ,0, , , , ,6,28,1,0,635,6,8,1,610,7,15,1,634,7,6,1,617, , , , , , ,W,206, , , , ,2030
7540,11,F,Black, ,No,DC,1, ,0, , , , ,9,83,2,1,725,9,98,4,776, , , , , , , , , , , , ,P,244,P,242, , , , ,1020
7541,8,F,Black, ,No,O,3, ,0, , , , ,6,48,2,1,654,6,23,2,635,7,50,2,670,7,46,2,677, , , , , , ,NI,228, , , , ,2030
7542,11,M,Black, ,No,O,3, ,0, , , , ,9,54,2,1,690,9,29,2,680, , , , , , , , , , , , ,NI,236,NI,220, , , , ,1050
7543,8,M,Black, ,No,O,3,I1, , , , , ,6,17,1,0,620,6,49,2,662,7,5,1,611,7,43,2,674, , , , , , ,NI,220, , , , ,2950
7544,11,F,Black, ,No,AR,2, ,0, , , , ,9,64,2,1,700,9,16,1,661,10,34,1,686, , , , , , , , ,NI,220,NI,226, , , , ,1040
7545,11,M,Hispanic, ,No,DC,1,R3,3, , , , , , , , , , , , , , , , , , , , , , , , , ,F,218,F,214, , , , ,1210
7546,8,M,Hispanic, ,No,AF,1, ,0, , , , ,6,86,3,1,703,6,84,3,700, , , , , , , , , , , , , , , , , , , , ,2140
7547,11,M,Black, ,No,O,3, ,0, , , , ,9,58,2,1,694,9,54,2,705, , , , , , , , , , , , , , , , , , , , ,1210
7548,8,M,Black, ,No,AF,1, ,0, , , , ,7,34,1,0,656,7,8,1,624,8,43,2,674,8,20,2,657, , , , ,W,216,NI,232, , , , ,2040
7549,7,M,Black, ,No,DC,1, ,0, , , , ,6,22,1,0,627,6,1,1,583,6,52,2,658,6,11,1,615, , , , ,W,212, , , , , , ,2120
7550,11,M,Black, ,No,O,3, ,0, , , , ,9,43,1,0,681,9,31,2,682, , , , , , , , , , , , ,NI,220,NI,222, , , , ,1070
7551,11,F,Asian, ,No,DC,1, ,0, , , , ,9,83,2,1,725,9,49,2,700, , , , , , , , , , , , ,A,264,NI,234, , , , ,1030
7552,8,F,White, ,No,AF,1,R3,3, , , , , , , , , , , , , ,7,5,1,611,7,16,1,639, , , , , , ,W,216, , , , ,2090
7553,8,M,Hispanic, ,No,O,3,R3,3, , , , ,6,9,1,0,607,6,26,2,639,6,7,1,600,6,6,1,604, , , , ,W,200, , , , , , ,2090
7554,11,F,White, ,No,AF,1, ,0, , , , ,9,83,2,1,725,9,57,2,708,10,79,2,728,10,41,2,701, , , , ,NI,220,P,242, , , , ,1250
7555,11,M,Black, ,No,AF,1, ,0, , , , ,9,90,3,1,737,9,37,2,688, , , , , , , , , , , , ,NI,232,NI,226, , , , ,1030
7556,8,M,Asian, ,No,DC,1, ,0, , , , ,7,97,3,1,743,7,12,1,632,8, , , ,8,12,1,643, , , , ,W,218,W,218, , , , ,2190
7557,8,M,Black, ,No,AF,1, ,0, , , , ,6,52,2,1,658,6,63,2,676,7,74,2,696,7,41,2,672, , , , , , ,NI,232, , , , ,2950
7558,7,M,Black, ,No,DC,1,R3,3, , , , ,6,10,1,0,609,6,2,1,585,6,4,1,592,6,9,1,612, , , , ,W,212, , , , , , ,2180
7559,8,F,Black, ,No,O,3, ,0, , , , ,7,15,1,0,634,7,5,1,613, , , , , , , , , , , , , , , , , , , , ,2200
7560,7,F,Hispanic, ,No,IH,2, ,0, , , , ,6,19,1,0,623,6,23,2,635,6,25,1,631,6,15,1,623, , , , ,W,210, , , , , , ,2030
7561,11,M,Hispanic, ,No,AF,1, ,0, , , , ,9,32,1,0,671,9,17,1,663, , , , , , , , , , , , ,NI,234,F,212, , , , ,1050
7562,8,M,Black, ,No,O,3, ,0, , , , ,7,14,1,0,632,7, , , ,7,44,1,666,7,31,2,661, , , , , , ,W,216, , , , ,2200
7563,8,M,Hispanic, ,No,AF,1,B4,4, , , , ,6,32,1,0,639,6,7,1,608, , , , , , , , , , , , , , ,INC, , , , , ,2100
7564,8,M,Black, ,No,AR,2,Q4,4, , , , ,6,8,1,0,605,6,8,1,610, , , , , , , , , , , , , , , , , , , , ,2260
7565,11,M,Black, ,No,AF,1, ,0, , , , ,9,21,1,0,660,9,27,2,677,10,37,1,689, , , , , , , , ,F,218,NI,220, , , , ,1040
7566,11,M,White, ,No,O,3, ,0, , , , ,9,16,1,0,652,9,68,3,719, , , , , , , , , , , , ,F,218,NI,220, , , , ,1210
7567,11,M,Asian, ,No,AF,1, ,0, , , , ,9,96,3,1,758,9,26,2,675, , , , , , , , , , , , ,A,264,NI,236, , , , ,1030
7568,7,F,Black, ,No,AF,1,R3,3, , , , ,6,8,1,0,605,6,15,1,623, , , , , , , , , , , , , , , , , , , , ,2260
7569,7,F,Hispanic, ,No,O,3, ,0, , , , , , , , , , , , , ,6,20,1,625,6,63,2,676, , , , ,W,200, , , , , , ,2170
7570,8,M,Black, ,No,AR,2, ,0, , , , ,7,20,1,0,640,7,29,2,659, , , , , , , , , , , , , , , , , , , , ,2140
7572,7,F,Hispanic, ,No,AF,1, ,0, , , , ,6,3,1,0,586,6,7,1,606, , , , , , , , , , , , , , , , , , , , ,2260
7573,8,M,Black, ,No,TA,1, ,0, , , , ,7,12,1,0,629,7,37,2,668,7,24,1,646,7,37,2,668, , , , , , , , , , , , ,2170
7574,8,M,White, ,No,AF,1,L4,4, , , , ,6,22,1,0,627,6,4,1,597,7,32,1,654,7,19,1,645, , , , , , ,W,218, , , , ,2130
7575,8,M,Black, ,No,AF,1,Q4,4, , , , ,6,3,1,0,586,6,5,1,602,7,8,1,622,7,8,1,624, , , , , , ,INC, , , , , ,2030
7576,11,M,Hispanic, ,No,AF,1, ,0, , , , ,9,64,2,1,700,9,19,1,665, , , , , , , , , , , , ,NI,220,F,218, , , , ,1210
7577,8,F,Black, ,No,AF,1, ,0, , , , ,6,45,2,1,652,6,71,3,684,7,42,1,664,7,58,2,689, , , , , , ,P,240, , , , ,2170
7578,8,M,Black, ,No,AF,1,R3,3, , , , ,6,3,1,0,583,6,7,1,606,7,10,1,627,7,8,1,624, , , , , , ,W,218, , , , ,2030
7579,8,M,Hispanic, ,No,AR,2,L4,4, , , , ,6,74,2,1,682,6,15,1,623,7,61,2,681,7,18,1,643, , , , , , ,NI,220, , , , ,2110
7580,8,M,Black, ,No,O,3, ,0, , , , ,7,30,1,0,652,7,15,1,637, , , , , , , , , , , , , , , , , , , , ,2030
7581,8,F,Black, ,No,AF,1,R3,3, , , , ,7,23,1,0,644,7,12,1,632,7,8,1,622,7,18,1,643, , , , , , ,NI,220, , , , ,2170
7582,8,M,Hispanic, ,No,AF,1,R2,2, , , , ,7,12,1,0,629,7,4,1,608,7,8,1,622,7,6,1,617, , , , , , ,W,218, , , , ,2190
7583,11,M,Hispanic, ,No,AR,2, ,0, , , , ,9,99,4,1,792,9,78,3,731, , , , , , , , , , , , , , , , , , , , ,1120
7584,8,M,Black, ,No,DC,1, ,0, , , , ,6,30,1,0,637,6,34,2,647,7,40,1,662,7,74,3,705, , , , , , ,P,240, , , , ,2100
7585,7,F,Black, ,No,AF,1,U4,4, , , , ,6,5,1,0,595,6,4,1,597,6,6,1,597,6,7,1,606, , , , ,W,218, , , , , , ,2170
7586,8,F,Hispanic, ,No,AF,1, ,0, , , , ,7,96,3,1,739,7,79,3,712,8,51,2,680,8,92,3,746, , , , ,W,218,P,252, , , , ,2130
7587,8,M,Hispanic,S,Yes,AR,2,O4,4, , , , ,6, , , , ,6, , , , , , , , , , , , , , , , , ,ALT, , , , , ,2130
7588,11,F,Black, ,No,O,3, ,0, , , , ,9,64,2,1,700,9,31,2,682, , , , , , , , , , , , , , , , , , , , ,1120
7589,8,F,Hispanic, ,No,AF,1, ,0, , , , ,6,92,3,1,715,6,89,3,707,7,70,2,691,7,86,3,723, , , , , , ,A,262, , , , ,2090
7590,8,M,Hispanic,S,Yes,AF,1, ,0, , , , , , , , , , , , , ,7,84,3,710,7,7,1,620, , , , , , ,LEP, , , , , ,2130
7591,8,F,White, ,No,AF,1,Q4,4, , , , ,6,32,1,0,639,6,14,1,621, , , , , , , , , , , , , , , , , , , , ,2260
7592,7,M,White, ,No,O,3,R3,3, , , , ,5,7,1,0,592,5,11,1,605, , , , , , , , , , , , , , , , , , , , ,2050
7593,8,M,Black, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2120
7594,8,M,White, ,No,AF,1,R3,3, , , , ,6,30,1,0,637,6,11,1,615, , , , , , , , , , , , , , , , , , , , ,2050
7595,11,M,Asian, ,No,AF,1, ,0, , , , ,9,93,3,1,746,9,90,3,752, , , , , , , , , , , , ,A,264,P,250, , , , ,1030
7596,11,M,Black, ,No,O,3, ,0, , , , ,9,93,3,1,746,9,73,3,725,10,77,2,725, , , , , , , , ,P,242,NI,222, , , , ,1050
7597,8,F,Hispanic, ,No,AF,1,R3,3, , , , ,7,7,1,0,619,7,10,1,628,7,14,1,632,7,26,2,655, , , , , , ,NI,220, , , , ,2170
7598,8,F,Hispanic, ,No,AF,1,R3,3, , , , ,6,26,1,0,633,6,23,2,635, , , , , , , , , , , , , , , , , , , , ,2260
7599,7,M,Black, ,No,O,3,R3,3, , , , ,6,17,1,0,620,6,23,2,635,6,25,1,631,6,20,2,631, , , , ,W,214, , , , , , ,2030
7600,8,M,White, ,No,AF,1,Q4,4, , , , ,7, , , , ,7,15,1,637,7,8,1,622,7,18,1,643, , , , , , ,W,206, , , , ,2120
7601,8,M,Hispanic,S,Yes,TA,1,R3,3, , , , ,6,23,1,0,629,6,28,2,641,7,7,1,619,7,19,1,645, , , , , , ,W,216, , , , ,2100
7602,7,F,Hispanic, ,No,O,3, ,0, , , , ,6,16,1,0,618,6,28,2,641,7,32,1,654,7,16,1,639, , , , , , ,W,214, , , , ,2100
7603,7,M,Hispanic, ,No,DC,1,U4,4, , , , ,5,5,1,0,585,5,5,1,590, , , , , , , , , , , , , , , , , , , , ,2140
7604,7,F,Black, ,No,AF,1,Z3,3, , , , ,5,22,1,0,618,5,47,2,651,6,40,1,647,6,44,2,657, , , , ,W,214, , , , , , ,2130
7605,7,M,Black, ,No,AF,1,F4,4, , , , ,5,2,1,0,566,5,3,1,582, , , , , , , , , , , , , , , , , , , , ,2050
7606,6,F,Hispanic, ,No,AF,1,R3,3, , , , , , , , , , , , , ,6,23,1,629,6,15,1,623, , , , ,W,214, , , , , , ,2130
7607,7,F,Black, ,No,AF,1,R3,3, , , , ,5,42,2,1,640,5,11,1,605, , , , , , , , , , , , , , , , , , , , ,2260
7608,8,M,Black, ,No,O,3,R3,3, , , , ,6,14,1,0,616,6,30,2,643, , , , , , , , , , , , , , , , , , , , ,2260
7609,7,M,Black, ,No,AF,1,L4,4, , , , ,6,13,1,0,614,6,12,1,617,6,48,2,654,6,7,1,608, , , , ,W,204, , , , , , ,2170
7610,7,M,White, ,No,AF,1,P2,2, , , , ,5,78,3,1,674,5,56,2,660,6,80,3,690,6,63,2,676, , , , ,NI,224, , , , , , ,2090
7611,8,M,Black, ,No,O,3, ,0, , , , ,7,24,1,0,646,7,35,2,666,8,24,1,655,8,38,2,679, , , , ,NI,220,NI,226, , , , ,2170
7612,8,F,White, ,No,O,3, ,0, , , , ,7,15,1,0,634,7,29,2,659, , , , , , , , , , , , , , , , , , , , ,2050
7613,7,M,Hispanic, ,No,AF,1,O4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2050
7614,8,M,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,7,94,3,731,7,48,2,679, , , , , , ,P,258, , , , ,2130
7615,8,F,Hispanic, ,No,AF,1, ,0, , , , , , , , , , , , , ,7,26,1,648,7,28,2,657, , , , , , ,NI,234, , , , ,2110
7616,7,F,Hispanic, ,No,AF,1,F4,4, , , , ,5, , , , ,5, , , ,6, , , ,6, , , , , , , ,ALT, , , , , , , ,2090
7617,8,M,Hispanic, ,No,AF,1,U2,2, , , , ,6,30,1,0,637,6,34,2,647,7,32,1,654,7,48,2,679, , , , , , , , , , , , ,2170
7618,8,M,White, ,No,AF,1,A4,4, , , , ,6,17,1,0,620,6,8,1,610,7,15,1,634,7,14,1,635, , , , , , ,W,212, , , , ,2130
7619,8,F,Black, ,No,O,3, ,0, , , , ,6,70,2,1,677,6,56,2,669,7,61,2,681,7,58,2,689, , , , , , ,NI,234, , , , ,2190
7620,8,M,Hispanic, ,No,AF,1, ,0, , , , ,6,16,1,0,618,6,58,2,671,7,23,1,644,7,39,2,670, , , , , , ,W,218, , , , ,2060
7621,7,F,Hispanic, ,No,AF,1,R3,3, , , , , , , , , , , , , ,6,4,1,589,6,11,1,615, , , , ,W,214, , , , , , ,2090
7622,7,F,Black, ,No,AF,1,U4,4, , , , ,5,4,1,0,583,5,8,1,599,6,8,1,605,6,5,1,602, , , , ,W,212, , , , , , ,2170
7623,7,F,Black, ,No,AF,1, ,0, , , , ,6,23,1,0,629,6,22,2,633, , , , , , , , , , , , , , ,INC, , , , , ,2130
7624,7,F,Black, ,No,AF,1,Q4,4, , , , ,6,8,1,0,605,6,2,1,588,6,4,1,592,6,2,1,588, , , , ,W,214, , , , , , ,2120
7625,8,F,Black, ,No,AF,1, ,0, , , , ,7,14,1,0,632,7,15,1,637,7,18,1,638,7,46,2,677, , , , , , ,P,240, , , , ,2030
7626,8,M,Black, ,No,O,3,L3,3, , , , ,6,26,1,0,633,6,12,1,617,7,21,1,642,7,11,1,630, , , , , , ,W,214, , , , ,2120
7627,8,F,Black, ,No,O,3, ,0, , , , ,6,19,1,0,623,6,40,2,653,7,14,1,632,7,12,1,632, , , , , , ,W,218, , , , ,2030
7628,8,M,Hispanic, ,No,AF,1, ,0, , , , ,7,32,1,0,654,7,39,2,670,7, , , ,7,43,2,674, , , , , , ,P,240, , , , ,2130
7629,8,M,Hispanic, ,No,O,3, ,0, , , , ,6,30,1,0,637,6,42,2,655, , , , , , , , , , , , , , , , , , , , ,2030
7630,8,M,Black, ,No,AF,1,Q4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2260
7631,11,F,Black, ,No,DC,1, ,0, , , , ,9,38,1,0,677,9,37,2,688,10,10,1,659, , , , , , , , ,F,218,NI,224, , , , ,1040
7632,8,M,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,7, , , ,7,23,2,651, , , , , , ,W,216, , , , ,2200
7633,8,M,Black, ,No,AF,1, ,0, , , , ,6,72,2,1,679,6,14,1,621,7,28,1,650,7,22,2,649, , , , , , ,W,204, , , , ,2180
7634,7,M,Asian, ,No,AF,1, ,0, , , , ,6,22,1,0,627,6,20,2,631,6,61,2,667,6,23,2,635, , , , ,W,218, , , , , , ,2200
7635,8,M,Black, ,No,IH,2, ,0, , , , ,6,20,1,0,625,6,25,2,637,7,7,1,619,7,19,1,645, , , , , , ,NI,228, , , , ,2180
7636,7,F,Black, ,No,O,3,R3,3, , , , ,6,45,2,1,652,6,25,2,637,6,85,3,700,6,53,2,666, , , , ,NI,236, , , , , , ,2030
7637,8,F,Black, ,No,AF,1, ,0, , , , ,6,14,1,0,616,6,28,2,641,7,2,1,593,7,17,1,641, , , , , , ,NI,238, , , , ,2120
7638,7,F,Black, ,No,AF,1,R2,2, , , , ,6,8,1,0,605,6,9,1,612,7,18,1,638,7,5,1,615, , , , , , ,W,214, , , , ,2040
7639,11,F,Asian, ,No,DC,1, ,0, , , , ,9,99,4,1,781,9,35,2,686, , , , , , , , , , , , ,A,266,A,262, , , , ,1030
7640,8,F,Black, ,No,AF,1, ,0, , , , , , , , , , , , , ,8,32,1,663,8,38,2,679, , , , ,W,214,NI,224, , , , ,2040
7641,8,F,Black, ,No,AR,2, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , ,W,200, , , , ,2120
7642,8,F,Black, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2180
7643,8,M,Black, ,No,AF,1,V2,2, , , , ,6,81,3,1,693,6,84,3,700, , , , , , , , , , , , , , , , , , , , ,2140
7644,8,F,Hispanic, ,No,AF,1, ,0, , , , ,7,18,1,0,638,7,2,1,598,8,10,1,634,8,11,1,641, , , , ,W,210,W,216, , , , ,2100
7645,11,F,Black, ,No,AF,1,R3,3, , , , ,9,18,1,0,656,9,20,1,667, , , , , , , , , , , , ,F,212,F,212, , , , ,1210
7646,8,M,Black, ,No,AF,1,F4,4, , , , ,6,4,1,0,589,6,1,1,568, , , , , , , , , , , , , , , , , , , , ,2090
7647,7,F,Black, ,No,AR,2, ,0, , , , ,6,30,1,0,637,6,5,1,600,7,20,1,640,7,16,1,639, , , , , , ,NI,224, , , , ,2200
7648,8,M,Black, ,No,AF,1,A4,4, , , , ,6,3,1,0,583,6,9,1,612,7,26,1,648,7,10,1,628, , , , , , ,W,214, , , , ,2090
7649,11,F,Hispanic, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1120
7650,8,F,Black, ,No,O,3, ,0, , , , ,7,17,1,0,636,7,37,2,668, , , , , , , , , , , , ,INC, ,INC, , , , , ,2170
7651,8,M,Black, ,No,O,3, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2180
7652,8,M,Black, ,No,AF,1,R2,2, , , , ,7,18,1,0,638,7,53,2,684,8,20,1,648,8,56,2,697, , , , ,W,210,NI,238, , , , ,2200
7653,8,M,Black, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2200
7654,8,M,Black, ,No,O,2,U4,4, , , , ,6,4,1,0,589,6,7,1,606,7,6,1,616,7,3,1,603, , , , , , ,W,218, , , , ,2100
7655,8,F,White, ,No,AF,1, ,0, , , , ,6,38,1,0,645,6,34,2,647,7,61,2,681,7,39,2,670, , , , , , ,NI,234, , , , ,2950
7656,8,M,Black, ,No,AF,1, ,0, , , , ,7,8,1,0,622,7,25,2,653,7,20,1,640,7,37,2,668, , , , , , ,NI,224, , , , ,2200
7657,8,F,Black, ,No,AF,1, ,0, , , , ,7,20,1,0,640,7,28,2,657,8,8,1,629,8,24,2,663, , , , ,W,204,NI,226, , , , ,2030
7658,8,F,Black, ,No,AR,2, ,0, , , , ,6,23,1,0,629,6,18,1,627,7,30,1,652,7,23,2,651, , , , , , ,NI,222, , , , ,2030
7659,11,F,Black, ,No,NI,2, ,0, , , , ,9,71,2,1,707,9,90,3,752, , , , , , , , , , , , ,F,218,NI,236, , , , ,1050
7660,7,M,Black, ,No,AF,1,R3,3, , , , ,6,19,1,0,623,6,13,1,619,6,20,1,625,6,25,2,637, , , , ,W,204, , , , , , ,2120
7661,6,M,Black, ,No,O,3,M4,4, , , , , , , , , , , , , ,5, , , ,5, , , ,ALT, ,ALT, , , , , , , , , ,2090
7662,11,F,Black, ,No,AR,2, ,0, , , , ,9,85,3,1,728,9,84,3,739, , , , , , , , , , , , ,P,248,P,248, , , , ,1020
7663,7,M,Hispanic, ,No,AF,1,R3,3, , , , ,6,12,1,0,612,6,20,2,631,6,19,1,623,6,40,2,653, , , , ,W,216, , , , , , ,2190
7664,6,M,Black, ,No,AF,1,L4,4, , , , , , , , , , , , , ,5,12,1,603, , , , ,F,200,F,208, , , , , , , , ,2200
7665,11,F,Black, ,No,O,3,A3,3, , , , ,9,18,1,0,656,9,1,1,613,9,21,1,660,9,4,1,633, , , , ,F,214,F,210, , , , ,1210
7666,8,M,Black, ,No,O,3, ,0, , , , ,7, , , , ,7, , , , , , , , , , , , , , , , , , , , , , , ,2090
7667,8,F,Black, ,No,AF,1, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2030
7668,8,F,Black, ,No,AR,2, ,0, , , , ,6,16,1,0,618,6,15,1,623, , , , , , , , , , , , , , , , , , , , ,2140
