ccoder,year,countryname,ccode,polity2r,agree3un,HR,lnmanpower,leaidc,lmaidc,lgdppcc,lpop,lgdpc,lexportc,rg1,rg2,rg3,rg4,rg5,terr,POTUS,USSenate,USHouse,USunempl,USgrowth,USinflation
150,2006,"Paraguay",150,8,0.201149418950081,3,2.484906649788,17.6102066040039,13.857816696167,7.3277850151062,15.60973072052,22.9375152587891,20.4773960113525,0,1,0,0,0,1,1,1,1,4.60833333333333,2.78281062584327,3.2
150,2007,"Paraguay",150,8,0.164179101586342,3,2.56494935746154,16.2593860626221,13.9637966156006,7.36237716674805,15.6279354095459,22.9903125762939,20.5754566192627,0,1,0,0,0,1,1,0,0,4.61666666666667,2.01050755163328,2.9
150,2008,"Paraguay",150,8,0.180555552244186,3,2.39789527279837,15.9269962310791,14.1626663208008,7.40611362457275,15.6458501815796,23.0519638061523,20.610294342041,0,1,0,0,0,1,1,0,0,5.8,0.122188442974647,3.8
150,2009,"Paraguay",150,8,0.25,2,2.56494935746154,17.3612651824951,13.8413944244385,7.34794616699219,15.663553237915,23.0114994049072,20.5436840057373,0,1,0,0,0,1,0,0,0,9.28333333333333,-2.59988835108558,-0.4
150,2010,"Paraguay",150,8,0.2421875,3,2.484906649788,16.8187961578369,14.1866827011108,7.45344305038452,15.6810970306396,23.1345405578613,20.7314338684082,0,1,0,0,0,1,0,0,0,9.60833333333333,2.70885669419681,1.6
150,2011,"Paraguay",150,8,0.282258063554764,2,2.56494935746154,16.0489082336426,13.1848258972168,7.47853517532349,15.6984958648682,23.1770305633545,20.5995502471924,0,1,0,0,0,1,0,0,1,8.93333333333333,1.54989495017045,3.2
155,1992,"Chile",155,8,0.328767120838165,3,3.09104245335832,15.9742136001587,15.5374917984009,8.47982597351074,16.4333801269531,24.9132061004639,22.0166034698486,0,1,0,0,0,0,1,0,0,7.49166666666667,3.52244052740502,3
155,1993,"Chile",155,8,0.357142865657806,3,3.17805383034795,16.5103607177734,12.8839159011841,8.52914524078369,16.4515895843506,24.9807357788086,22.0734786987305,0,1,0,0,0,0,0,0,0,6.90833333333333,2.75178105096643,3
155,1994,"Chile",155,8,0.455882340669632,2,3.3322045101752,15.9696445465088,11.7853145599365,8.56716251373291,16.4690856933594,25.036247253418,22.0471248626709,0,1,0,0,0,0,0,0,0,6.1,4.02879325991903,2.6
155,1995,"Chile",155,8,0.348101258277893,2,3.36729582998647,15.8171091079712,13.2854261398315,8.65172672271729,16.4855194091797,25.1372470855713,22.1542549133301,0,1,0,0,0,0,0,1,1,5.59166666666667,2.68421727207786,2.8
155,1996,"Chile",155,8,0.440789461135864,2,3.2188758248682,14.7712755203247,13.3908672332764,8.70797061920166,16.5007915496826,25.2087631225586,22.2997131347656,0,1,0,0,0,0,0,1,1,5.40833333333333,3.77256549921414,2.9
155,1997,"Chile",155,8,0.405797094106674,2,3.25809653802148,14.3704309463501,13.2691917419434,8.75770664215088,16.515022277832,25.2727279663086,22.3320980072021,0,1,0,0,0,0,0,1,1,4.94166666666667,4.44717494524525,2.3
155,1998,"Chile",155,8,0.352459013462067,2,3.09104245335832,13.9859848022461,17.11501121521,8.77614974975586,16.5283756256104,25.3045253753662,22.3129234313965,0,1,0,0,0,0,0,1,1,4.5,4.48139443155316,1.6
155,1999,"Chile",155,8,0.353846162557602,2,3.43398720448515,14.1326847076416,14.0293884277344,8.75578022003174,16.541109085083,25.2968883514404,22.1490898132324,0,1,0,0,0,0,0,1,1,4.21666666666667,4.79449904467508,2.2
155,2000,"Chile",155,9,0.380597025156021,2,3.29583686600433,13.6805534362793,13.9407272338867,8.78746032714844,16.5534038543701,25.3408641815186,22.1856746673584,0,1,0,0,0,0,0,1,1,3.96666666666667,4.07715947941618,3.4
155,2001,"Chile",155,9,0.348484843969345,2,5.82304589548302,14.1653394699097,15.0910015106201,8.80850124359131,16.5652961730957,25.3737983703613,22.2337837219238,0,1,0,0,0,0,1,0,1,4.74166666666667,0.954338728708379,2.8
155,2002,"Chile",155,9,0.260273963212967,2,3.36729582998647,13.2233362197876,14.5191793441772,8.81848049163818,16.5767555236816,25.3952369689941,22.0928897857666,0,1,0,0,0,1,1,0,1,5.78333333333333,1.69594292274957,1.6
155,2003,"Chile",155,9,0.269736856222153,2,3.25809653802148,13.9356307983398,15.0644454956055,8.84621334075928,16.5878276824951,25.4340400695801,22.0797576904297,0,1,0,0,0,1,1,1,1,5.99166666666667,2.7962091006717,2.3
155,2004,"Chile",155,9,0.28571429848671,1,3.17805383034795,14.4575548171997,14.465126991272,8.89413738250732,16.598560333252,25.492696762085,22.1689834594727,0,1,0,0,0,1,1,1,1,5.54166666666667,3.85255260064351,2.7
155,2005,"Chile",155,9,0.232876718044281,1,3.40119738166216,14.5379095077515,14.2375049591064,8.93781280517578,16.6089897155762,25.5468006134033,22.3714828491211,0,1,0,0,0,1,1,1,1,5.08333333333333,3.48322032025258,3.4
155,2006,"Chile",155,10,0.212643682956696,2,3.40119738166216,13.6279983520508,13.9663801193237,8.97253322601318,16.6191463470459,25.5916786193848,22.4675312042236,0,1,0,0,0,1,1,1,1,4.60833333333333,2.78281062584327,3.2
155,2007,"Chile",155,10,0.201298698782921,2,3.40119738166216,13.6342372894287,13.8402700424194,9.00759983062744,16.6290550231934,25.6366539001465,22.6016788482666,0,1,0,0,0,1,1,0,0,4.61666666666667,2.01050755163328,2.9
155,2008,"Chile",155,10,0.215277776122093,2,3.58351893845611,14.5382537841797,13.2158832550049,9.03387928009033,16.638744354248,25.6726226806641,22.9743938446045,0,1,0,0,0,1,1,0,0,5.8,0.122188442974647,3.8
155,2009,"Chile",155,10,0.297101438045502,2,3.43398720448515,15.3313932418823,15.3814792633057,9.01396751403809,16.6482372283936,25.6622047424316,22.7519836425781,0,1,0,0,0,1,0,0,0,9.28333333333333,-2.59988835108558,-0.4
155,2010,"Chile",155,10,0.272727280855179,1,3.46573590279973,16.6863117218018,14.2526369094849,9.06068229675293,16.6575527191162,25.7182350158691,22.7219314575195,0,1,0,0,0,1,0,0,0,9.60833333333333,2.70885669419681,1.6
155,2011,"Chile",155,10,0.338461548089981,2,3.49650756146648,13.8326768875122,13.6952991485596,9.10838890075684,16.6667060852051,25.7750949859619,23.0135345458984,0,1,0,0,0,1,0,0,1,8.93333333333333,1.54989495017045,3.2
160,1992,"Argentina",160,7,0.472222208976746,2,3.29583686600433,14.1877698898315,15.181755065918,8.29517459869385,17.3276767730713,25.6228504180908,21.3600025177002,0,1,0,0,0,0,1,0,0,7.49166666666667,3.52244052740502,3
160,1993,"Argentina",160,7,0.515625,2,3.17805383034795,14.8141117095947,16.0816383361816,8.33948993682861,17.3407516479492,25.6802406311035,21.5407218933105,0,1,0,0,0,0,0,0,0,6.90833333333333,2.75178105096643,3
160,1994,"Argentina",160,7,0.588235318660736,2,3.25809653802148,14.5507478713989,13.4988422393799,8.38341617584229,17.3535480499268,25.7369632720947,21.6827144622803,0,1,0,0,0,0,0,0,0,6.1,4.02879325991903,2.6
160,1995,"Argentina",160,7,0.574999988079071,2,3.29583686600433,12.9410343170166,14.9873094558716,8.34201812744141,17.366081237793,25.7080993652344,21.5875968933105,0,1,0,0,0,0,0,1,1,5.59166666666667,2.68421727207786,2.8
160,1996,"Argentina",160,7,0.539473712444305,3,3.25809653802148,12.2562322616577,16.0612239837646,8.38351726531982,17.3783760070801,25.7618923187256,21.6631011962891,0,1,0,0,0,0,0,1,1,5.40833333333333,3.77256549921414,2.9
160,1997,"Argentina",160,7,0.485507249832153,2,3.3322045101752,13.0623760223389,14.0539026260376,8.44947910308838,17.3904037475586,25.8398818969727,21.9194278717041,0,1,0,0,0,0,0,1,1,4.94166666666667,4.44717494524525,2.3
160,1998,"Argentina",160,7,0.4426229596138,3,3.3322045101752,14.2792892456055,15.0015134811401,8.47559833526611,17.4020614624023,25.8776607513428,21.9498481750488,0,1,0,0,0,0,0,1,1,4.5,4.48139443155316,1.6
160,1999,"Argentina",160,8,0.448529422283173,3,3.2188758248682,12.763466835022,15.4095964431763,8.42999839782715,17.4132213592529,25.8432197570801,21.8345546722412,0,1,0,0,0,0,0,1,1,4.21666666666667,4.79449904467508,2.2
160,2000,"Argentina",160,8,0.432835817337036,2,3.29583686600433,13.317099571228,15.0422677993774,8.4114933013916,17.4238052368164,25.835298538208,21.7286911010742,0,1,0,0,0,0,0,1,1,3.96666666666667,4.07715947941618,3.4
160,2001,"Argentina",160,8,0.373134315013886,3,3.13549421592915,14.0220766067505,14.035083770752,8.35641956329346,17.4337902069092,25.7902088165283,21.5648326873779,0,1,0,0,0,0,1,0,1,4.74166666666667,0.954338728708379,2.8
160,2002,"Argentina",160,8,0.335616439580917,3,3.36729582998647,13.1002511978149,15.1677780151367,8.23161315917969,17.4432468414307,25.6748600006104,21.5137920379639,0,1,0,0,0,1,1,0,1,5.78333333333333,1.69594292274957,1.6
160,2003,"Argentina",160,8,0.328947365283966,2,3.36729582998647,13.5651693344116,15.5181827545166,8.30722332000732,17.4523181915283,25.7595405578613,21.7852210998535,0,1,0,0,0,1,1,1,1,5.99166666666667,2.7962091006717,2.3
160,2004,"Argentina",160,8,0.284722208976746,2,3.40119738166216,14.5312032699585,14.1800270080566,8.38480091094971,17.4611892700195,25.8459911346436,22.0343551635742,0,1,0,0,0,1,1,1,1,5.54166666666667,3.85255260064351,2.7
160,2005,"Argentina",160,8,0.273972600698471,2,3.36729582998647,13.740761756897,14.0740213394165,8.46380615234375,17.4700012207031,25.9338073730469,22.1341800689697,0,1,0,0,0,1,1,1,1,5.08333333333333,3.48322032025258,3.4
160,2006,"Argentina",160,8,0.235632181167603,1,3.29583686600433,14.458104133606,13.9831962585449,8.53628730773926,17.4787883758545,26.0150756835938,22.2117023468018,0,1,0,0,0,1,1,1,1,4.60833333333333,2.78281062584327,3.2
160,2007,"Argentina",160,8,0.214285716414452,2,3.46573590279973,NA,NA,NA,17.4875335693359,NA,NA,0,1,0,0,0,1,1,0,0,4.61666666666667,2.01050755163328,2.9
160,2008,"Argentina",160,8,0.226027399301529,2,3.43398720448515,NA,NA,NA,17.4962596893311,NA,NA,0,1,0,0,0,1,1,0,0,5.8,0.122188442974647,3.8
160,2009,"Argentina",160,8,0.308823525905609,2,3.3322045101752,NA,NA,NA,17.5049800872803,NA,NA,0,1,0,0,0,1,0,0,0,9.28333333333333,-2.59988835108558,-0.4
160,2010,"Argentina",160,8,0.30303031206131,2,3.17805383034795,NA,NA,NA,17.5137023925781,NA,NA,0,1,0,0,0,1,0,0,0,9.60833333333333,2.70885669419681,1.6
160,2011,"Argentina",160,8,0.353846162557602,2,3.36729582998647,NA,NA,NA,17.5224437713623,NA,NA,0,1,0,0,0,1,0,0,1,8.93333333333333,1.54989495017045,3.2
165,1992,"Uruguay",165,10,0.394366204738617,2,2.63905732961526,15.0450210571289,15.0814905166626,8.38072490692139,14.9643907546997,23.3451156616211,19.3242454528809,0,1,0,0,0,0,1,0,0,7.49166666666667,3.52244052740502,3
165,1993,"Uruguay",165,10,0.403225809335709,2,2.56494935746154,15.5496520996094,15.1167488098145,8.39962291717529,14.9717206954956,23.3713436126709,19.2891807556152,0,1,0,0,0,0,0,0,0,6.90833333333333,2.75178105096643,3
165,1994,"Uruguay",165,10,0.470588237047195,2,2.63905732961526,14.8202104568481,11.8833646774292,8.46258163452148,14.9790468215942,23.4416275024414,19.4122753143311,0,1,0,0,0,0,0,0,0,6.1,4.02879325991903,2.6
165,1995,"Uruguay",165,10,0.370370358228683,2,2.70805020110221,14.4077472686768,11.8411703109741,8.44079399108887,14.9862518310547,23.4270458221436,19.5402164459229,0,1,0,0,0,0,0,1,1,5.59166666666667,2.68421727207786,2.8
165,1996,"Uruguay",165,10,0.473333328962326,1,2.30258509299405,14.0167541503906,13.9126920700073,8.4879035949707,14.9934225082397,23.4813251495361,19.7348899841309,0,1,0,0,0,0,0,1,1,5.40833333333333,3.77256549921414,2.9
165,1997,"Uruguay",165,10,0.423076927661896,1,2.30258509299405,13.3008661270142,12.4375104904175,8.56287670135498,15.0004682540894,23.5633449554443,19.7841606140137,0,1,0,0,0,0,0,1,1,4.94166666666667,4.44717494524525,2.3
165,1998,"Uruguay",165,10,0.368852466344833,2,2.30258509299405,12.1094512939453,13.6462459564209,8.60063552856445,15.0069074630737,23.6075439453125,19.8480854034424,0,1,0,0,0,0,0,1,1,4.5,4.48139443155316,1.6
165,1999,"Uruguay",165,10,0.363636374473572,2,2.484906649788,11.3478097915649,14.0072259902954,8.57583904266357,15.0121212005615,23.5879611968994,19.7075805664063,0,1,0,0,0,0,0,1,1,4.21666666666667,4.79449904467508,2.2
165,2000,"Uruguay",165,10,0.388059705495834,2,2.56494935746154,10.6775054931641,13.0645322799683,8.55274391174316,15.0157289505005,23.5684719085693,19.7957630157471,0,1,0,0,0,0,0,1,1,3.96666666666667,4.07715947941618,3.4
165,2001,"Uruguay",165,10,0.305970162153244,1,2.56494935746154,11.4685716629028,13.1402158737183,8.51176261901855,15.0175104141235,23.5292720794678,19.6074504852295,0,1,0,0,0,0,1,0,1,4.74166666666667,0.954338728708379,2.8
165,2002,"Uruguay",165,10,0.280821919441223,2,2.56494935746154,11.7537689208984,14.4664058685303,8.43106842041016,15.0177316665649,23.4487991333008,19.2752208709717,0,1,0,0,0,1,1,0,1,5.78333333333333,1.69594292274957,1.6
165,2003,"Uruguay",165,10,0.280821919441223,2,2.56494935746154,10.7340412139893,14.8094186782837,8.43971633911133,15.0171041488647,23.4568214416504,19.8497123718262,0,1,0,0,0,1,1,1,1,5.99166666666667,2.7962091006717,2.3
165,2004,"Uruguay",165,10,0.239436626434326,2,2.70805020110221,13.2232627868652,12.1235980987549,8.48902416229248,15.0166263580322,23.5056495666504,19.7634754180908,0,1,0,0,0,1,1,1,1,5.54166666666667,3.85255260064351,2.7
165,2005,"Uruguay",165,10,0.207142859697342,1,2.63905732961526,13.3185882568359,12.3238554000854,8.56057357788086,15.0170269012451,23.577600479126,19.6887550354004,0,1,0,0,0,1,1,1,1,5.08333333333333,3.48322032025258,3.4
165,2006,"Uruguay",165,10,0.197674423456192,1,2.484906649788,NA,12.312572479248,8.59922027587891,15.0185480117798,23.6177673339844,19.9140968322754,0,1,0,0,0,1,1,1,1,4.60833333333333,2.78281062584327,3.2
165,2007,"Uruguay",165,10,0.181818187236786,1,2.70805020110221,13.053050994873,12.3182382583618,8.66013526916504,15.0209970474243,23.6811332702637,20.0824394226074,0,1,0,0,0,1,1,0,0,4.61666666666667,2.01050755163328,2.9
165,2008,"Uruguay",165,10,0.194444447755814,1,2.70805020110221,13.0108633041382,12.3880653381348,8.72629451751709,15.0241422653198,23.7504367828369,20.22438621521,0,1,0,0,0,1,1,0,0,5.8,0.122188442974647,3.8
165,2009,"Uruguay",165,10,0.286764711141586,1,2.56494935746154,13.4277858734131,12.8726758956909,8.74506282806396,15.0275802612305,23.7726421356201,20.0686511993408,0,1,0,0,0,1,0,0,0,9.28333333333333,-2.59988835108558,-0.4
165,2010,"Uruguay",165,10,0.265625,1,2.89037175789616,12.7152976989746,13.4158401489258,8.82732391357422,15.0310115814209,23.8583354949951,20.1717662811279,0,1,0,0,0,1,0,0,0,9.60833333333333,2.70885669419681,1.6
165,2011,"Uruguay",165,10,0.307692319154739,1,2.94443897916644,12.7738513946533,13.2701959609985,8.88718128204346,15.0344171524048,23.9215984344482,20.311882019043,0,1,0,0,0,1,0,0,1,8.93333333333333,1.54989495017045,3.2
200,1992,"United Kingdom",200,10,0.668918907642365,2,9.90593455617918,NA,NA,10.165246963501,17.8686923980713,28.0339393615723,24.1564178466797,0,0,0,1,0,0,1,0,0,7.49166666666667,3.52244052740502,3
200,1993,"United Kingdom",200,10,0.703125,1,9.68663666084494,NA,NA,10.1932916641235,17.8710899353027,28.0643825531006,24.4380664825439,0,0,0,1,0,0,0,0,0,6.90833333333333,2.75178105096643,3
200,1994,"United Kingdom",200,10,0.746268630027771,1,9.53111867191715,NA,NA,10.2354946136475,17.8736362457275,28.109130859375,24.4212970733643,0,0,0,1,0,0,0,0,0,6.1,4.02879325991903,2.6
200,1995,"United Kingdom",200,10,0.771604955196381,1,9.40360186880847,NA,16.3869915008545,10.2641487121582,17.8762817382813,28.1404304504395,24.4364185333252,0,0,0,1,0,0,0,1,1,5.59166666666667,2.68421727207786,2.8
200,1996,"United Kingdom",200,10,0.703947365283966,1,9.36417671669105,NA,NA,10.2922630310059,17.8788280487061,28.1710910797119,24.4876480102539,0,0,0,1,0,0,0,1,1,5.40833333333333,3.77256549921414,2.9
200,1997,"United Kingdom",200,10,0.673913061618805,1,9.33961270768032,NA,NA,10.3275632858276,17.8814029693604,28.2089672088623,24.5833168029785,0,0,0,1,0,0,0,1,1,4.94166666666667,4.44717494524525,2.3
200,1998,"United Kingdom",200,10,0.647540986537933,2,9.2259184019395,11.977897644043,NA,10.3591918945313,17.8843173980713,28.2435092926025,24.6213512420654,0,0,0,1,0,0,0,1,1,4.5,4.48139443155316,1.6
200,1999,"United Kingdom",200,10,0.654411792755127,1,9.33361938813635,NA,NA,10.3870344161987,17.8876514434814,28.2746868133545,24.6088714599609,0,0,0,1,0,0,0,1,1,4.21666666666667,4.79449904467508,2.2
200,2000,"United Kingdom",200,10,0.634328365325928,2,9.32438308801684,NA,NA,10.4249439239502,17.8912239074707,28.3161678314209,24.741605758667,0,0,0,1,0,0,0,1,1,3.96666666666667,4.07715947941618,3.4
200,2001,"United Kingdom",200,10,0.60447758436203,2,9.33423800863242,NA,NA,10.4497375488281,17.8948764801025,28.3446140289307,24.761568069458,0,0,0,1,0,0,1,0,1,4.74166666666667,0.954338728708379,2.8
200,2002,"United Kingdom",200,10,0.561643838882446,2,9.23591064808771,NA,9.25381278991699,10.4700965881348,17.8985557556152,28.3686504364014,24.4940299987793,0,0,0,1,0,1,1,0,1,5.78333333333333,1.69594292274957,1.6
200,2003,"United Kingdom",200,10,0.598684191703796,2,9.36022482151347,NA,9.01049041748047,10.503490447998,17.9025993347168,28.4060897827148,24.4033794403076,0,0,0,1,0,1,1,1,1,5.99166666666667,2.7962091006717,2.3
200,2004,"United Kingdom",200,10,0.5625,2,9.34749021012342,10.3229560852051,9.92019462585449,10.5271062850952,17.9076499938965,28.434757232666,24.3223724365234,0,0,0,1,0,1,1,1,1,5.54166666666667,3.85255260064351,2.7
200,2005,"United Kingdom",200,10,0.534246563911438,2,9.28294006439053,NA,15.0112495422363,10.5485353469849,17.9135856628418,28.462121963501,24.3772583007813,0,0,0,1,0,1,1,1,1,5.08333333333333,3.48322032025258,3.4
200,2006,"United Kingdom",200,10,0.488505750894547,2,9.24300115421573,10.0861043930054,10.1253252029419,10.568060874939,17.9197330474854,28.48779296875,24.4980964660645,0,0,0,1,0,1,1,1,1,4.60833333333333,2.78281062584327,3.2
200,2007,"United Kingdom",200,10,0.512987017631531,2,9.19278721272859,16.6765689849854,9.65188789367676,10.5973110198975,17.9261646270752,28.5234756469727,24.4949588775635,0,0,0,1,0,1,1,0,0,4.61666666666667,2.01050755163328,2.9
200,2008,"United Kingdom",200,10,0.520833313465118,2,9.15133319139615,14.2877836227417,9.70669841766357,10.5809354782104,17.9328155517578,28.5137500762939,24.6166477203369,0,0,0,1,0,1,1,0,0,5.8,0.122188442974647,3.8
200,2009,"United Kingdom",200,10,0.659420311450958,2,9.12695876303713,13.9827575683594,10.0133562088013,10.5336027145386,17.9395923614502,28.4731941223145,24.6067428588867,0,0,0,1,0,1,0,0,0,9.28333333333333,-2.59988835108558,-0.4
200,2010,"United Kingdom",200,10,0.651515126228333,1,9.1302143274969,14.1407461166382,NA,10.5440187454224,17.9470100402832,28.4910278320313,24.6510601043701,0,0,0,1,0,1,0,0,0,9.60833333333333,2.70885669419681,1.6
200,2011,"United Kingdom",200,10,0.68461537361145,1,9.14665482029005,12.3232736587524,14.8252897262573,10.5461940765381,17.9547080993652,28.5009021759033,24.7238502502441,0,0,0,1,0,1,0,0,1,8.93333333333333,1.54989495017045,3.2
205,1992,"Ireland",205,10,0.527397274971008,1,2.19722457733622,NA,NA,NA,15.0848302841187,NA,NA,0,0,0,1,0,0,1,0,0,7.49166666666667,3.52244052740502,3
205,1993,"Ireland",205,10,0.579365074634552,1,2.19722457733622,NA,NA,NA,15.0898284912109,NA,NA,0,0,0,1,0,0,0,0,0,6.90833333333333,2.75178105096643,3
205,1994,"Ireland",205,10,0.580882370471954,1,2.19722457733622,NA,NA,NA,15.0937700271606,NA,NA,0,0,0,1,0,0,0,0,0,6.1,4.02879325991903,2.6
205,1995,"Ireland",205,10,0.5,1,2.07944154167984,NA,NA,NA,15.0988969802856,NA,NA,0,0,0,1,0,0,0,1,1,5.59166666666667,2.68421727207786,2.8
205,1996,"Ireland",205,10,0.592105269432068,1,2.19722457733622,NA,NA,NA,15.1068096160889,NA,NA,0,0,0,1,0,0,0,1,1,5.40833333333333,3.77256549921414,2.9
205,1997,"Ireland",205,10,0.579710125923157,1,2.19722457733622,NA,NA,NA,15.1168384552002,NA,NA,0,0,0,1,0,0,0,1,1,4.94166666666667,4.44717494524525,2.3
205,1998,"Ireland",205,10,0.532786905765533,1,2.19722457733622,NA,NA,NA,15.1272687911987,NA,NA,0,0,0,1,0,0,0,1,1,4.5,4.48139443155316,1.6
205,1999,"Ireland",205,10,0.529411792755127,1,2.07944154167984,NA,NA,NA,15.138542175293,NA,NA,0,0,0,1,0,0,0,1,1,4.21666666666667,4.79449904467508,2.2
205,2000,"Ireland",205,10,0.514925360679626,1,2.07944154167984,11.4798698425293,NA,10.6390132904053,15.1518726348877,25.790885925293,23.2557525634766,0,0,0,1,0,0,0,1,1,3.96666666666667,4.07715947941618,3.4
205,2001,"Ireland",205,10,0.492537319660187,1,2.07944154167984,18.0730247497559,NA,10.6746988296509,15.1677942276001,25.842493057251,23.1529903411865,0,0,0,1,0,0,1,0,1,4.74166666666667,0.954338728708379,2.8
205,2002,"Ireland",205,10,0.438356161117554,1,2.30258509299405,NA,NA,10.7126922607422,15.184645652771,25.8973369598389,22.9931907653809,0,0,0,1,0,1,1,0,1,5.78333333333333,1.69594292274957,1.6
205,2003,"Ireland",205,10,0.440789461135864,1,2.07944154167984,17.8680191040039,NA,10.7345132827759,15.2009344100952,25.9354476928711,22.9078998565674,0,0,0,1,0,1,1,1,1,5.99166666666667,2.7962091006717,2.3
205,2004,"Ireland",205,10,0.465277791023254,2,2.07944154167984,9.58297538757324,NA,10.7589330673218,15.2192182540894,25.9781513214111,22.8497276306152,0,0,0,1,0,1,1,1,1,5.54166666666667,3.85255260064351,2.7
205,2005,"Ireland",205,10,0.404109597206116,1,2.30258509299405,17.4194526672363,NA,10.7942457199097,15.2410049438477,26.035249710083,22.9570693969727,0,0,0,1,0,1,1,1,1,5.08333333333333,3.48322032025258,3.4
205,2006,"Ireland",205,10,0.379310339689255,1,2.19722457733622,NA,NA,10.8230247497559,15.2648601531982,26.0878849029541,22.8227767944336,0,0,0,1,0,1,1,1,1,4.60833333333333,2.78281062584327,3.2
205,2007,"Ireland",205,10,0.402597397565842,1,2.07944154167984,16.9685192108154,NA,10.8536262512207,15.287278175354,26.140905380249,22.785177230835,0,0,0,1,0,1,1,0,0,4.61666666666667,2.01050755163328,2.9
205,2008,"Ireland",205,10,0.390410959720612,1,2.07944154167984,NA,NA,10.8166580200195,15.3029356002808,26.119592666626,22.7090167999268,0,0,0,1,0,1,1,0,0,5.8,0.122188442974647,3.8
205,2009,"Ireland",205,10,0.536231875419617,1,2.30258509299405,17.1410427093506,NA,10.75306224823,15.3104219436646,26.0634841918945,22.6687393188477,0,0,0,1,0,1,0,0,0,9.28333333333333,-2.59988835108558,-0.4
205,2010,"Ireland",205,10,0.469696968793869,1,2.19722457733622,5.11710691452026,NA,10.7419195175171,15.3138732910156,26.0557918548584,22.7124156951904,0,0,0,1,0,1,0,0,0,9.60833333333333,2.70885669419681,1.6
205,2011,"Ireland",205,10,0.584615409374237,1,2.19722457733622,16.5986137390137,NA,10.7334995269775,15.3364992141724,26.0699977874756,22.7017841339111,0,0,0,1,0,1,0,0,1,8.93333333333333,1.54989495017045,3.2
210,1992,"Netherlands",210,10,0.587837815284729,1,7.77695440332244,NA,NA,10.310338973999,16.5357627868652,26.8461036682129,23.6486797332764,0,0,0,1,0,0,1,0,0,7.49166666666667,3.52244052740502,3
210,1993,"Netherlands",210,10,0.6328125,1,7.70841066725737,NA,NA,10.3158674240112,16.5427341461182,26.8586006164551,23.6196460723877,0,0,0,1,0,0,0,0,0,6.90833333333333,2.75178105096643,3
210,1994,"Netherlands",210,10,0.649253726005554,1,6.71780469502369,NA,NA,10.3390188217163,16.5487632751465,26.8877811431885,23.6358547210693,0,0,0,1,0,0,0,0,0,6.1,4.02879325991903,2.6
210,1995,"Netherlands",210,10,0.555555582046509,1,6.53378883793334,NA,11.9555072784424,10.3647632598877,16.5537014007568,26.9184665679932,23.6875972747803,0,0,0,1,0,0,0,1,1,5.59166666666667,2.68421727207786,2.8
210,1996,"Netherlands",210,10,0.653333306312561,1,6.61740297797448,NA,NA,10.3936471939087,16.5583171844482,26.9519634246826,23.7267990112305,0,0,0,1,0,0,0,1,1,5.40833333333333,3.77256549921414,2.9
210,1997,"Netherlands",210,10,0.615942001342773,1,6.55677835615804,NA,NA,10.4303941726685,16.5634632110596,26.9938583374023,24.0234107971191,0,0,0,1,0,0,0,1,1,4.94166666666667,4.44717494524525,2.3
210,1998,"Netherlands",210,10,0.573770463466644,1,6.53087762772588,NA,NA,10.4627122879028,16.5696296691895,27.0323429107666,23.9789237976074,0,0,0,1,0,0,0,1,1,4.5,4.48139443155316,1.6
210,1999,"Netherlands",210,10,0.588235318660736,1,6.51323011091231,NA,NA,10.5018367767334,16.5762844085693,27.0781230926514,24.0223255157471,0,0,0,1,0,0,0,1,1,4.21666666666667,4.79449904467508,2.2
210,2000,"Netherlands",210,10,0.567164182662964,1,6.49223983502047,NA,NA,10.5333433151245,16.5834331512451,27.1167755126953,24.2403564453125,0,0,0,1,0,0,0,1,1,3.96666666666667,4.07715947941618,3.4
210,2001,"Netherlands",210,10,0.537313461303711,1,6.51767127291228,NA,NA,10.5448703765869,16.5909805297852,27.1358509063721,24.1144332885742,0,0,0,1,0,0,1,0,1,4.74166666666667,0.954338728708379,2.8
210,2002,"Netherlands",210,10,0.486111104488373,1,6.44571981938558,NA,NA,10.5392503738403,16.5973644256592,27.1366138458252,23.9636096954346,0,0,0,1,0,1,1,0,1,5.78333333333333,1.69594292274957,1.6
210,2003,"Netherlands",210,10,0.5,1,6.55677835615804,NA,NA,10.5378818511963,16.6020832061768,27.139965057373,23.8818035125732,0,0,0,1,0,1,1,1,1,5.99166666666667,2.7962091006717,2.3
210,2004,"Netherlands",210,10,0.465277791023254,1,6.55393340402581,NA,11.1229486465454,10.556526184082,16.6055564880371,27.1620826721191,23.9387168884277,0,0,0,1,0,1,1,1,1,5.54166666666667,3.85255260064351,2.7
210,2005,"Netherlands",210,10,0.438356161117554,1,6.36990098282823,NA,11.082142829895,10.5744476318359,16.6078929901123,27.1823406219482,24.000244140625,0,0,0,1,0,1,1,1,1,5.08333333333333,3.48322032025258,3.4
210,2006,"Netherlands",210,10,0.402298837900162,1,6.38350663488401,NA,NA,10.6062202453613,16.6095008850098,27.2157192230225,24.1342906951904,0,0,0,1,0,1,1,1,1,4.60833333333333,2.78281062584327,3.2
210,2007,"Netherlands",210,10,0.441558450460434,1,6.36302810354047,14.0525751113892,10.4136734008789,10.6425018310547,16.6116752624512,27.2541770935059,24.0876808166504,0,0,0,1,0,1,1,0,0,4.61666666666667,2.01050755163328,2.9
210,2008,"Netherlands",210,10,0.423611104488373,1,6.30627528694802,12.9972543716431,NA,10.6564893722534,16.6155681610107,27.2720565795898,24.1970729827881,0,0,0,1,0,1,1,0,0,5.8,0.122188442974647,3.8
