ccoder,year,countryname,ccode,polity2r,agree3un,HR,lnmanpower,leaidc,lmaidc,lgdppcc,lpop,lgdpc,lexportc,rg1,rg2,rg3,rg4,rg5,terr,POTUS,USSenate,USHouse,USunempl,USgrowth,USinflation
20,2006,"Canada",20,10,0.494252860546112,1,4.89783979995091,16.8480834960938,NA,10.4853115081787,17.2990894317627,27.7843990325928,26.0700645446777,0,1,0,0,0,1,1,1,1,4.60833333333333,2.78281062584327,3.2
20,2007,"Canada",20,10,0.558441579341888,2,4.95582705760126,16.8084011077881,NA,10.4963426589966,17.3098201751709,27.8061618804932,26.060079574585,0,1,0,0,0,1,1,0,0,4.61666666666667,2.01050755163328,2.9
20,2008,"Canada",20,10,0.555555582046509,2,4.90527477843843,16.8796138763428,8.62842082977295,10.4914274215698,17.3215980529785,27.813024520874,26.0622119903564,0,1,0,0,0,1,1,0,0,5.8,0.122188442974647,3.8
20,2009,"Canada",20,10,0.717391312122345,1,4.85981240436167,16.946117401123,8.71672058105469,10.4511299133301,17.3338069915771,27.7849369049072,25.9080028533936,0,1,0,0,0,1,0,0,0,9.28333333333333,-2.59988835108558,-0.4
20,2010,"Canada",20,10,0.651515126228333,1,4.85203026391962,16.7939529418945,NA,10.4709939956665,17.3455867767334,27.8165798187256,25.9674873352051,0,1,0,0,0,1,0,0,0,9.60833333333333,2.70885669419681,1.6
20,2011,"Canada",20,10,0.8692307472229,1,4.87519732320115,16.7581882476807,NA,10.4855432510376,17.3560047149658,27.8415489196777,25.9959373474121,0,1,0,0,0,1,0,0,1,8.93333333333333,1.54989495017045,3.2
31,1992,"Bahamas, The",31,NA,0.321428567171097,1,3.29583686600433,14.3467226028442,11.8209943771362,9.89716339111328,12.4916162490845,22.3887786865234,20.9155025482178,0,1,0,0,0,0,1,0,0,7.49166666666667,3.52244052740502,3
31,1993,"Bahamas, The",31,NA,0.359375,1,3.25809653802148,14.545072555542,11.7650117874146,9.88159084320068,12.5102615356445,22.3918533325195,20.9121990203857,0,1,0,0,0,0,0,0,0,6.90833333333333,2.75178105096643,3
31,1994,"Bahamas, The",31,NA,0.455223888158798,1,3.3322045101752,13.9770059585571,10.1339750289917,9.89535236358643,12.5275039672852,22.4228553771973,20.8638286590576,0,1,0,0,0,0,0,0,0,6.1,4.02879325991903,2.6
31,1995,"Bahamas, The",31,NA,0.396103888750076,1,3.61091791264422,13.9690132141113,11.3882246017456,9.92298889160156,12.5427236557007,22.4657115936279,20.8186855316162,0,1,0,0,0,0,0,1,1,5.59166666666667,2.68421727207786,2.8
31,1996,"Bahamas, The",31,NA,0.465277791023254,1,3.98898404656427,13.9606466293335,12.6604118347168,9.95148468017578,12.5555953979492,22.507080078125,20.9020652770996,0,1,0,0,0,0,0,1,1,5.40833333333333,3.77256549921414,2.9
31,1997,"Bahamas, The",31,NA,0.371212124824524,1,3.2188758248682,13.7949619293213,13.6455917358398,9.96079540252686,12.5666971206665,22.5274925231934,20.7147693634033,0,1,0,0,0,0,0,1,1,4.94166666666667,4.44717494524525,2.3
31,1998,"Bahamas, The",31,NA,0.342105269432068,1,3.2188758248682,13.2949209213257,13.9090251922607,9.99619770050049,12.5773811340332,22.5735778808594,20.691255569458,0,1,0,0,0,0,0,1,1,4.5,4.48139443155316,1.6
31,1999,"Bahamas, The",31,NA,0.325396835803986,1,3.17805383034795,13.9397459030151,15.3560838699341,10.0531482696533,12.5894355773926,22.6425838470459,20.6790828704834,0,1,0,0,0,0,0,1,1,4.21666666666667,4.79449904467508,2.2
31,2000,"Bahamas, The",31,NA,0.348484843969345,1,3.2188758248682,13.9305696487427,15.5513429641724,10.0791988372803,12.604040145874,22.6832389831543,20.8896827697754,0,1,0,0,0,0,0,1,1,3.96666666666667,4.07715947941618,3.4
31,2001,"Bahamas, The",31,NA,0.28448274731636,1,4.17438726989564,14.1093616485596,15.6233892440796,10.0876512527466,12.6215047836304,22.709156036377,20.8564586639404,0,1,0,0,0,0,1,0,1,4.74166666666667,0.954338728708379,2.8
31,2002,"Bahamas, The",31,NA,0.256944447755814,2,3.13549421592915,14.4256534576416,15.5028200149536,10.0946197509766,12.6412229537964,22.7358417510986,20.7707366943359,0,1,0,0,0,1,1,0,1,5.78333333333333,1.69594292274957,1.6
31,2003,"Bahamas, The",31,NA,0.246376812458038,2,3.25809653802148,14.2207584381104,15.4675827026367,10.0608072280884,12.6623067855835,22.7231140136719,20.865406036377,0,1,0,0,0,1,1,1,1,5.99166666666667,2.7962091006717,2.3
31,2004,"Bahamas, The",31,NA,0.181159421801567,1,3.73766961828337,14.316162109375,15.6614227294922,10.0483560562134,12.6835479736328,22.7319049835205,20.9398899078369,0,1,0,0,0,1,1,1,1,5.54166666666667,3.85255260064351,2.7
31,2005,"Bahamas, The",31,NA,0.176470592617989,2,3.73766961828337,14.4379835128784,14.491003036499,10.0612134933472,12.704080581665,22.7652931213379,21.2936229705811,0,1,0,0,0,1,1,1,1,5.08333333333333,3.48322032025258,3.4
31,2006,"Bahamas, The",31,NA,0.18604651093483,2,3.61091791264422,13.8107461929321,15.584418296814,10.0664100646973,12.7237405776978,22.7901515960693,21.5427417755127,0,1,0,0,0,1,1,1,1,4.60833333333333,2.78281062584327,3.2
