firmid,year,kod2,kod3,kod4,r,ec,cc,h,h_interp,c1,c2,c3,c4,c5,k1,k2,k3,f1,f2,f3,f4,f5,lagk1,lagk2,lagk3,lagf1,lagf2,lagf3,lagf4,lagf5,lc,va,lc_was_fixed,lagCA,lagfinLong,l_va,l_lagk1,l_lagCA,l_h_interp,BSsanity,KLratio,h10_KL_100,h10_KL_200,h10_KL_201,h50_KL_100,h50_KL_200,h50_KL_201,h51_KL_100,h51_KL_200,h51_KL_201,y19c_l_va,y19c_l_lagk1,y19c_l_lagCA,y19c_l_h_interp,y19_F_sq,y19_C_sq,y19_l_h_interp_sq,y19_FC,y19_Fh,y19_Ch,uhatOLS_998,y19_h_CupPhi,Depvar,bound,y19resCopMLE,elast_F,elast_C,elast_h,elastSum
"94009344",2019,"55","551","5510",5116925,3745216,1371709,113,113,92,1,0,0,0,7171045,98913,5516302,0.561125966139666,0.136694817469666,112198,328480,12786260,7311602,100412,5755422,10092276,1263960,95384,328480,13167436,1617379.29760286,2989088.29760286,"FALSE",5855834,0.869692474677682,14.9104789816805,15.8049729595625,15.582948987227,4.72738781871234,0,116.525982300885,0,0,0,0,0,0,0,1,0,2.00313130992954,0.883234793932566,1.84366243617351,3.03883664160607,0.390051850606551,1.69954558927862,4.61726406718382,1.62838681189492,2.68400625494367,5.60258896579677,-0.217725305793098,1.8658520907135,2.00313130992954,0.999999,0.344902814936848,0.206397375760062,0.344252139099806,0.395452849770773,0.946102364630641
"94010830",2019,"55","551","5510",3841528,1859588,1981940,24,24,57,1,0,0,0,6273887,2020,2073351,0.0191749671866086,0.203024953091741,115109,0,8349258,6036944,2313,1760188,6559309,0,111429,0,7799445,343514.187101491,2325454.18710149,"FALSE",1762501,0.855283677236009,14.6594259272164,15.613408481605,14.3822443810443,3.17805383034795,0,324.976875,0,0,0,0,0,1,0,0,0,1.75207825546542,0.69167031597509,0.642957829990831,1.48950265324167,0.23920391300054,0.206697385573259,1.10930907700699,0.444714845428416,1.0302447708134,0.95768739369385,0.838480061505982,0.87719564638236,1.75207825546542,0.999999,1.07816391460785,0.355791784213323,0.364110638858685,0.251077129391023,0.970979552463031
"94011014",2019,"55","551","5510",1866050,1613668,252382,33,33,55,1,0,0,0,2088301,7179,608496,0.435729586722733,0.24885490173428,427872,181051,2703976,1969546,7223,682938,1919577,0,427872,216027,2659707,472332.007264551,724714.007264551,"FALSE",690161,0.882596842434148,13.4935323832734,14.4933136173021,13.4446801826888,3.49650756146648,0,80.5971818181818,0,0,0,1,0,0,0,0,0,0.586184711522472,-0.428424548327804,-0.294606368364668,1.80795638436021,0.0917737968049415,0.0433964561405094,1.63435314387442,0.126216600301128,-0.774572897365892,-0.532635464558077,0.212603042593941,1.09327226998786,0.586184711522472,0.999999,0.512990404208207,0.241351450504875,0.404063398621665,0.383961811817222,1.02937666094376
"94012465",2019,"55","551","5510",11657140,9628626,2028514,15,15,42,0,0,0,0,41964922,172162,3515405,0.53346663857612,0.0158849095361064,5872751,3800000,45652489,43550948,179272,2896303,13436110,14900000,5889255,3222046,46626523,214696.366938432,2243210.36693843,"FALSE",3075575,0.73403210872061,14.6234185973071,17.5894420291085,14.9390024336119,2.70805020110221,0,3108.43486666667,0,0,0,0,0,1,0,0,0,1.71607092555615,2.66770386347861,1.19971588255842,1.01949902399594,3.55832195160934,0.719659099431463,0.519689129964334,3.20048669497774,2.71972148512663,1.22310917134073,-0.15514930436616,0.654930483689121,1.71607092555615,0.999999,0.0250624682583154,0.587602136546077,0.297133774591035,0.0328484857581139,0.917584396895226
"94013290",2019,"55","551","5510",11006439,7241707,3764732,110,110,56,1,0,0,0,5655484,79344,4049840,0.0206324842847284,0.207306873786917,0,0,9784668,4871987,63259,4689742,7431586,0,0,1392,9624988,1574440.02421517,5339172.02421517,"FALSE",4753001,0.77211379380421,15.4905811472695,15.3990124200596,15.3742867659896,4.70048036579242,0,87.4998909090909,0,0,0,0,0,0,1,0,0,2.58323347551858,0.477274254429686,1.6350002149361,3.01192918868614,0.113895356970706,1.33661285142055,4.53585871882979,0.780343508576005,1.43751625792519,4.92450487087417,0.553055841603299,1.82455593580375,2.58323347551858,0.999999,1.07005309861378,0.172267050238501,0.359066921499091,0.427503493029877,0.958837464767468
"94013529",2019,"55","551","5510",1589848,1333237,256611,32,32,90,1,0,0,0,2256373,81562,498394,0.442085021871555,0.24476943395475,70000,286452,2836329,2419921,46133,527515,1854276,530002,52000,333506,2993569,458018.916135322,714629.916135322,"FALSE",573648,0.813837262478333,13.4795200878644,14.6992454529719,13.2597712467748,3.46573590279973,0,93.54903125,0,0,0,1,0,0,0,0,0,0.572172416113432,-0.222492712657999,-0.479515304278683,1.77718472569345,0.0247515035929575,0.114967463518739,1.57919277461906,0.10668866080999,-0.395410650513899,-0.852187274500325,0.2011587469062,1.07520650818844,0.572172416113432,0.999999,0.506550079686872,0.27230929411322,0.397871876396732,0.364578021608062,1.03475919211801
"94014077",2019,"55","551","5510",21977589,15676576,6301013,45,45,57,1,0,0,0,77081666,62787,3182834,0.540000391676121,0.163008316081787,1136482,14385329,80327287,72504139,60939,10407510,42620906,14944296,1015445,12409895,82972588,644089.100815296,6945102.1008153,"FALSE",10468449,0.706024102803687,15.7535472354038,18.0991542078505,16.1638764343375,3.80666248977032,0,1843.83528888889,0,0,0,0,0,1,0,0,0,2.84619956365286,3.1774160422206,2.424589883284,2.11811131266405,5.04798635268042,2.93931805106156,2.24319776641771,7.70393079095235,6.73012086406768,5.13555126035464,0.203182491411669,1.27530247460215,2.84619956365286,0.999999,0.385250752877358,0.508957354508947,0.268884231129581,0.101991443634287,0.879833029272814
"94014089",2019,"55","551","5510",9837977,8823684,1014293,155,155,59,0,0,0,0,30585931,60460,9730251,0.502673903747203,0.199368358328959,327471,0,40376642,27072208,0,1679553,28665422,0,0,0,28751761,2218529.12503046,3232822.12503046,"FALSE",1679553,0.996997088282697,14.9888660366448,17.1140182245737,14.3340382445476,5.04342511691925,0,185.495232258065,0,0,0,0,0,0,0,1,0,2.08151836489385,2.19228005894378,0.594751693494132,3.35487393981297,2.40304592842127,0.176864788457069,5.62758957601811,1.30386227767023,7.35482323852214,1.9953169571631,-0.20291865675775,2.01367140576634,2.08151836489385,0.999999,0.438642828176261,0.363157282650149,0.302229217872801,0.327870938989145,0.993257439512095
"94015222",2019,"55","551","5510",2508027,2032641,475386,51,51,57,1,0,0,0,3253441,30856,502028,0.180390937153305,0.329026022822092,8438,245851,3786325,3269140,20250,540046,2475378,169044,0,244727,3829436,729967.647590669,1205353.64759067,"FALSE",560296,0.690551297893476,14.0022835653268,15.0000375113418,13.2362204944952,3.93182563272433,0,75.0869803921569,0,0,0,0,0,0,1,0,0,1.09493589357582,0.0782993457118586,-0.503066056558223,2.24327445561805,0.00306539376945257,0.126537728630521,2.51614014161423,-0.0393897430783537,0.175646922127019,-1.12851523416557,0.446425055029848,1.36525737121806,1.09493589357582,0.999999,0.75824391321865,0.266595660806001,0.384990120903735,0.389998482357009,1.04158426406674
"94016360",2019,"55","551","5510",2694215,2210836,483379,45,45,56,0,0,0,0,9908051,22676,2129840,0.538351431668342,0.0175260208174741,170614,311347,12060567,10002533,18632,2071210,9867626,1630467,144092,212733,12092375,644089.100815296,1127468.1008153,"FALSE",2089842,0.962770754297646,13.9354850579989,16.1183489188833,14.5525990229972,3.80666248977032,0,268.719444444444,0,0,0,0,0,1,0,0,0,1.02813738624797,1.19661075325337,0.813312471943735,2.11811131266405,0.715938647400799,0.330738588509615,2.24319776641771,0.973218449682954,2.53455477332141,1.72268634755479,-0.452914338162339,1.27530247460215,1.02813738624797,0.999999,0.0362239509984295,0.35180761847132,0.342597029330659,0.275947349414173,0.970351997216153
"94017020",2019,"55","551","5510",15447211,11320977,4126234,35,35,59,0,0,0,0,131865623,219335,7546196,0.430805459818656,0.00181436849980319,2625723,17379546,139631154,131790708,232364,6769881,67390024,15323653,9682613,15294828,138792953,500958.189523008,4627192.18952301,"FALSE",7002245,0.665713121616484,15.3474608035562,18.6967256767887,15.7617413698875,3.55534806148941,0,3965.51294285714,0,0,0,0,0,1,0,0,0,2.44011313180529,3.77498751115874,2.02245481883401,1.86679688438314,7.12526535470222,2.04516174711246,1.7424653037713,7.63474168298121,7.0471349244164,3.775512354605,-0.424516504490304,1.15951519552764,2.44011313180529,0.999999,-0.184827349683147,0.607662529427186,0.251353169216906,0.0274881292830849,0.886503827927177
"94017031",2019,"55","551","5510",1511893,1333938,177955,NA,10.5,47,0,0,0,0,3886257,15762,482086,0.480316533270938,0.00546339316602929,71219,0,4384105,4364408,14993,559558,4021345,153377,81312,0,4938959,150287.456856902,328242.456856902,"FALSE",574551,0.861726934764998,12.7015078120287,15.288993113774,13.2613441451768,2.35137525716348,0,470.377047619048,0,0,0,0,0,1,0,0,0,-0.205839859722298,0.367254948144035,-0.477942405876631,0.662824080057204,0.067438098468139,0.114214471667571,0.21966788055184,-0.175526713486057,0.243425423150026,-0.316791735495505,-0.26528330005172,0.430727299295457,-0.205839859722298,0.999999,-0.0855664163065273,0.428125144801615,0.384076300890244,0.195274803379897,1.00747624907176
"94017239",2019,"55","551","5510",1502181,1338071,164110,30,30,89,0,0,0,0,3836675,32158,323842,0.54800559772539,0.153759735236879,20943,672552,4192675,4041825,34289,357012,1447751,1776000,0,673748,4433126,429392.733876864,593502.733876864,"FALSE",391301,0.727195888409217,13.293797099385,15.2122068806101,12.8772323637792,3.40119738166216,0,147.770866666667,0,0,0,0,1,0,0,0,0,0.386449427634012,0.290468714980191,-0.862054187274266,1.71264620455588,0.0421860371911218,0.371568710898548,1.46657851098983,-0.250399772020849,0.497470142253049,-1.47639383195678,0.0456171507319303,1.04874761272643,0.386449427634012,0.999999,0.371327236653037,0.345744588419462,0.382092844281961,0.317153545003902,1.04499097770532
"94017657",2019,"55","551","5510",1585151,1422292,162859,30,30,59,1,0,0,0,3919692,8978,250869,0.410176792434164,0.26419854632531,470164,0,4179539,3995409,3883,241283,3180801,0,548764,0,4240575,429392.733876864,592251.733876864,"FALSE",245166,0.879495115638799,13.2916870496265,15.2006565099147,12.4096908111132,3.40119738166216,0,141.3525,0,0,0,0,1,0,0,0,0,0.384339377875527,0.278918344284788,-1.32959573994025,1.71264620455588,0.0388977213892838,0.883912415833624,1.46657851098983,-0.370848642352241,0.477688443720353,-2.27712709760233,0.479779080156349,1.04874761272643,0.384339377875527,0.999999,0.538107927381082,0.360507633552725,0.384206658148626,0.32079646097321,1.06551075267456
"94019153",2019,"55","551","5510",4317331,4304060,13271,35,35,119,0,0,0,0,10442736,176768,2624129,0.181346675388623,8.3558468207245e-009,343819,1216118,13243633,10867265,181889,2513383,7445982,22274,483282,1091009,13562537,500958.189523008,514229.189523008,"FALSE",2695272,0.586286916673481,13.1504243390697,16.2012656175027,14.8070096848762,3.55534806148941,0,387.501057142857,0,0,0,0,0,1,0,0,0,0.243076667318791,1.27952745187278,1.06772313382271,1.86679688438314,0.818595250048021,0.570016345250096,1.7424653037713,1.36618106072579,2.3886178606388,1.99322221960404,-1.39523611227942,1.15951519552764,0.243076667318791,0.999999,-0.90954670921757,0.372885131830678,0.34026608036741,0.240472668723793,0.95362388092188
"94020416",2019,"55","551","5510",805937,762576,43361,5,5,54,0,0,0,0,1413297,0,539019,0.17698261849308,5.31654236323679e-009,0,0,1952316,880418,0,780357,1005877,0,0,0,1660775,37182.3024054983,80543.3024054983,"FALSE",780357,0.605667233671027,11.2965502368613,13.6881520736776,13.5675067862643,1.6094379124341,0,332.155,0,0,1,0,0,0,0,0,0,-1.61079743488964,-1.23358609195232,-0.171779764789164,-0.0791132646721731,0.760867323129101,0.0147541437955103,0.00312945432354465,0.211905128722754,0.0975930229885357,0.0135900579970888,-1.05699867714316,0.0564856148001519,-1.61079743488964,0.999999,-0.929811138700073,0.307771363074369,0.441994284287469,0.24656919914899,0.996334846510828
"94020582",2019,"55","551","5510",490628,454172,36456,NA,30,53,1,0,0,0,1076268,1871,456800,0.508481046026374,0.19426147638427,0,0,1534939,1238840,2124,417698,327961,1202391,0,0,1658662,429392.733876864,465848.733876864,"FALSE",419822,0.922642467241668,13.0516162549976,14.0296860158721,12.9475860909031,3.40119738166216,0,55.2887333333333,0,0,0,1,0,0,0,0,0,0.144268583246635,-0.892052149757788,-0.791700460150352,1.71264620455588,0.397878518943746,0.31339480930114,1.46657851098983,0.706238097441352,-1.52776972854859,-1.35590278822165,0.170615817964361,1.04874761272643,0.144268583246635,0.999999,0.431195014250491,0.216599762408209,0.42230438210102,0.415080957190176,1.0539851016994
"94020705",2019,"55","551","5510",2354945,1078574,1276371,60,60,54,1,0,0,0,3218103,12962,1342541,0.024439192387149,0.217469978933541,73923,0,4573606,3323682,9461,1142818,4115320,0,132705,0,4475961,858785.467753728,2135156.46775373,"FALSE",1152279,0.949075516967194,14.5740504889636,15.016583762511,13.9572522784153,4.0943445622221,0,74.59935,0,0,0,0,0,0,1,0,0,1.66670281721264,0.094845596881056,0.217965727361861,2.40579338511583,0.00449784362386189,0.0237545291521925,2.89392090593354,0.0206730895112492,0.228178909583807,0.524380505069125,0.614068783427548,1.49799659880534,1.66670281721264,0.999999,1.05092282071159,0.230178639649922,0.380841157598761,0.402023744661032,1.01304354190972
"94021032",2019,"55","551","5510",7265005,4894820,2370185,103,103,52,1,0,0,0,37782461,53492,1696012,0.463138183241395,0.230403255625225,4051979,1238079,39531965,38249112,47997,1830407,14103849,18560748,4414322,1240397,40127516,1474248.38631057,3844433.38631057,"FALSE",1878404,0.924027268470842,15.1621367862944,17.4596309022811,14.4459330380855,4.63472898822964,0,389.587533980583,0,0,0,0,0,0,0,0,1,2.25478911454344,2.53789273665113,0.706646487032083,2.94617781112336,3.22044977137329,0.249674628817392,4.33998184737782,1.79339298681876,7.47708326773272,2.0819062004022,0.130919341623234,1.77392186151704,2.25478911454344,0.999999,0.484489928515024,0.430353612938069,0.292334659475094,0.254386169914471,0.977074442327634
"94022030",2019,"55","551","5510",15726230,13009070,2717160,9,9,67,1,0,0,0,33149544,284075,414330,0.546346648712999,0.0206421062979228,9330042,0,33847949,45877433,472524,3566792,31753056,0,3013744,0,49916749,66928.1443298969,2784088.1443299,"FALSE",4039316,0.696495679235841,14.8394309609733,17.641483898355,15.2115859286726,2.19722457733622,0,5546.30544444444,0,0,1,0,0,0,0,0,0,1.93208328922234,2.7197457327251,1.47229937761915,0.508673400229946,3.6985084253382,1.08383272866887,0.129374314050748,4.0042799495735,1.38346230962616,0.748919530569966,0.0371396029304465,0.288749901157031,1.93208328922234,0.999999,0.0552483313828467,0.626328021800399,0.2972815887384,-0.028167839186163,0.895441771352635
"94022077",2019,"55","551","5510",2277322,1731356,545966,6,6,52,0,0,0,0,6052778,43295,300784,0.427355194982125,0.25407070982415,2003,286425,6396857,5918237,41067,396839,3646595,1205659,0,438990,6356143,44618.7628865979,590584.762886598,"FALSE",437906,0.763395977717934,13.2888684485799,15.5935491584537,12.989759554454,1.79175946922806,0,1059.35716666667,0,0,1,0,0,0,0,0,0,0.381520776828919,0.671810992823779,-0.749526996599441,0.103208292121782,0.225665005039436,0.280895359315689,0.00532597578134751,-0.503540475733696,0.0693364651979808,-0.0773574012181967,0.476307725653966,0.149852635705249,0.381520776828919,0.999999,0.521348522914115,0.516594803133221,0.377862266220416,0.111117956007404,1.00557502536104
"94022133",2019,"55","551","5510",3302929,2576869,726060,40,40,52,1,0,0,0,1408911,8833,834790,0.038470804014267,0.24626701054369,90861,0,2252534,1426162,3266,785160,1532393,0,99947,0,2214588,572523.645169152,1298583.64516915,"FALSE",788426,0.73708518243574,14.0767847247751,14.170497477992,13.5777938319006,3.68887945411394,0,55.3647,0,0,0,1,0,0,0,0,0,1.16943705302416,-0.751240687637965,-0.161492719152859,2.00032827700766,0.282181285381382,0.0130399491696921,2.00065660789822,0.121319901384919,-1.5027279903209,-0.323038452652321,0.657791560938256,1.21013726413331,1.16943705302416,0.999999,0.996682618865836,0.186201447179239,0.413518344549189,0.43080097264211,1.03052076437054
"94023142",2019,"55","551","5510",3131246,2951709,179537,89,89,52,1,0,0,0,11452871,45425,1115391,0.585290881794007,0.0855292132298049,2175776,122960,12613687,11679334,48908,844132,9743145,16510,2274002,23719,12572374,1273865.11050136,1453402.11050136,"FALSE",893040,0.957150733823222,14.1894176492768,16.2733315131907,13.7023866516886,4.48863636973214,0,141.262629213483,0,0,0,0,0,0,0,1,0,1.28206997752589,1.35159334756075,-0.0368998993648422,2.80008519262587,0.913402288585244,0.00068080128656774,3.92023854298132,-0.049873658507182,3.7845765189565,-0.103322861820879,-0.12687052018335,1.68446368452454,1.28206997752589,0.999999,0.254801282068559,0.34080657344755,0.336505310405979,0.341532074564271,1.0188439584178
"94023338",2019,"55","551","5510",1820716,642137,1178579,NA,18,51,1,0,0,0,9976159,26642,2856214,0.538444553849923,0.0175590755383527,4730620,6044136,12859015,10020595,30531,3433779,-2696273,0,4105935,6669497,13484905,257635.640326119,1436214.64032612,"FALSE",3464310,0.104536294471485,14.1775214883998,16.1201530330955,15.0580240365772,2.89037175789616,0,749.161388888889,0,0,0,0,0,1,0,0,0,1.27017381664887,1.1984148674656,1.3187374855237,1.20182058078989,0.718099097281297,0.86953427786269,0.722186354205076,1.58039460893581,1.44027965204475,1.5848858507615,-0.0430997088107838,0.738088847404528,1.27017381664887,0.999999,0.036439772604715,0.410896526952383,0.345934620849587,0.174017462004456,0.930848609806426
"94023547",2019,"55","551","5510",4437966,3243067,1194899,6,6,51,0,0,0,0,12663365,54194,1789753,0.500073445895861,0.201602970237512,785479,359149,14507312,12740884,33759,1453632,9327172,3406163,46656,830549,14228275,44618.7628865979,1239517.7628866,"FALSE",1487391,0.898210851280285,14.0302329610418,16.3603265934562,14.2125341364061,1.79175946922806,0,2371.37916666667,0,0,1,0,0,0,0,0,0,1.1228852892908,1.43858842782625,0.473247585352629,0.103208292121782,1.03476833233781,0.111981638521047,0.00532597578134751,0.68080849978501,0.148474254702107,0.0488430750350019,0.285182980392688,0.149852635705249,1.1228852892908,0.999999,0.441904107692396,0.556926669131169,0.347125884248766,0.0403420172323694,0.944394570612304
"94023603",2019,"55","551","5510",808471,646197,162274,2,2,32,0,0,0,0,3150508,0,840463,0.274258869886211,7.30341501506627e-006,189880,0,3990971,2939112,0,1158703,3771525,0,207000,0,4097815,14872.9209621993,177146.920962199,"FALSE",1158703,0.970889364209951,12.0847347291784,14.893618052875,13.9628118340903,0.693147180559945,0,2048.9075,0,0,1,0,0,0,0,0,0,-0.822612942572544,-0.0281201127548982,0.22352528303683,-0.995403996546328,0.000395370370674095,0.0249817760783475,0.495414558170201,-0.0062855561625662,0.0279908726195591,-0.22249796006401,-0.646992000598673,-0.304481925592967,-0.822612942572544,0.999999,-0.565390330109177,0.499631835567396,0.404542983352323,0.0451820995190951,0.949356918438814
"94024279",2019,"55","551","5510",3084959,2661198,423761,55,55,57,1,0,0,0,2217845,11425,903437,0.367171292831795,0.286390034406117,28384,21442,3132707,2165772,8681,1180931,2937812,0,0,31093,3355384,787220.012107584,1210981.01210758,"FALSE",1189612,0.875551650720156,14.0069413428975,14.5882874378446,13.9891377615015,4.00733318523247,0,61.0069818181818,0,0,0,0,0,0,1,0,0,1.09959367114656,-0.333450727785298,0.249851210448094,2.3187820081262,0.0555946939302724,0.0312128136811889,2.68837500060488,-0.0833130679619546,-0.773199548185135,0.579350491495593,0.146780569893998,1.41129326973452,1.09959367114656,0.999999,0.578504932698544,0.19041992534185,0.395881020854656,0.428065561686884,1.01436650788339
