firmid,year,kod2,kod3,kod4,r,ec,cc,h,h_interp,c1,c2,c3,c4,c5,k1,k2,k3,f1,f2,f3,f4,f5,lagk1,lagk2,lagk3,lagf1,lagf2,lagf3,lagf4,lagf5,lc,va,lc_was_fixed
"94176331",2019,"55","551","5510",6833,40604,-33771,NA,NA,33,0,0,0,0,708428,0,202260,909922,0,0,0,910688,699933,0,259824,948354,0,11402,0,959757,NA,NA,NA
"94176343",2019,"55","551","5510",100000,16598,83402,NA,1,33,0,0,0,0,665109,0,649114,0.407532145449185,0.00100993219066307,0,0,1314223,706562,0,571465,1166314,0,0,0,1278027,7436.46048109966,90838.4604810997,"FALSE"
"94176411",2019,"55","551","5510",86212,65199,21013,NA,NA,33,0,0,0,0,492331,0,92882,578116,0,0,0,585213,491106,0,92713,570672,0,0,0,583819,NA,NA,NA
"94176435",2019,"55","551","5510",73778,46464,27314,NA,NA,33,0,0,0,0,64441,0,353402,-109085,0,498002,0,417843,0,0,445000,-127475,0,498002,0,445000,NA,NA,NA
"94176447",2019,"55","551","5510",3266086,2219565,1046521,1,1,33,0,0,0,0,8203377,11866,804275,0.221856361687954,0.328291596580476,46091,91495,9019518,7670773,13105,809222,5318315,553485,554931,76495,8493100,7436.46048109966,1053957.4604811,"FALSE"
"94176460",2019,"55","551","5510",197096,130694,66402,NA,NA,33,0,0,0,0,573397,0,174799,701898,0,0,0,748196,585829,0,128195,696811,0,0,0,714024,NA,NA,NA
"94176515",2019,"55","551","5510",188775,144501,44274,NA,NA,31,0,0,0,0,416518,0,191414,507147,0,26502,0,607932,414014,0,132050,486016,0,26502,0,546064,NA,NA,NA
"94176527",2019,"55","551","5510",17,6659,-6642,NA,NA,32,0,0,0,0,372677,0,90382,410474,0,0,0,463059,372941,0,94174,417115,0,0,0,467115,NA,NA,NA
"94176540",2019,"55","551","5510",77093,38090,39003,NA,0,32,0,0,0,0,607058,0,388420,994056,0,0,0,995478,634259,0,364003,987281,0,0,0,998262,0,39003,"FALSE"
"94176564",2019,"55","551","5510",123289,86036,37253,1,1,32,0,0,0,0,211028,0,192484,0.572833983428401,0.037960697164689,0,0,403512,211968,0,165603,362854,0,0,0,377571,7436.46048109966,44689.4604810997,"FALSE"
"94176588",2019,"55","551","5510",122195,85797,36398,0,0,34,0,0,0,0,702205,4272,162911,166393,0,647623,0,869388,725301,3587,401276,204425,0,857112,0,1130164,0,36398,"FALSE"
"94176620",2019,"55","551","5510",69775,26841,42934,NA,NA,31,0,0,0,0,275081,3894,363430,621346,0,0,0,642405,276581,5771,349715,606761,0,0,0,632067,NA,NA,NA
"94176632",2019,"55","551","5510",149432,127292,22140,NA,NA,31,0,0,0,0,208589,0,404198,591737,0,5317,0,612787,195124,0,412952,584581,0,5317,0,608076,NA,NA,NA
"94176656",2019,"55","551","5510",610921,393233,217688,1,1,31,0,0,0,0,3366274,787,1454004,0.278640657047578,9.15283798861131e-006,0,0,4821065,3483261,2222,1393946,3552010,0,0,0,4879429,7436.46048109966,225124.4604811,"FALSE"
"94176668",2019,"55","551","5510",16589156,13186566,3402590,65,65,119,1,0,0,0,47614235,156811,28373891,0.371166763472001,0.000358079049321393,846122,4195734,76144937,47332918,857996,36299938,30645769,25996885,337705,4195725,84490852,930350.923399872,4332940.92339987,"FALSE"
"94176670",2019,"55","551","5510",984566,1035301,-50735,NA,NA,31,0,0,0,0,1339642,0,1154410,2469150,0,0,0,2494052,1113170,1221,1419940,2520313,0,0,0,2534331,NA,NA,NA
"94176681",2019,"55","551","5510",403270,385568,17702,NA,NA,31,0,0,0,0,449254,16423,248428,456174,0,0,0,714105,548595,8150,196328,620225,0,4547,0,753073,NA,NA,NA
"94176693",2019,"55","551","5510",6211034,4201643,2009391,NA,NA,31,0,0,0,0,28396417,19273,4177231,8064733,16029858,0,3562120,32592921,25242799,16456,7421770,7990378,210512,0,19796534,32681025,NA,NA,NA
"94176761",2019,"55","551","5510",3273787,2902218,371569,NA,7,33,1,0,0,0,8443115,5309,2187572,0.244985666981756,1.36234465104311e-006,0,2610277,10635996,7144642,6508,2431546,2444752,3056723,0,2544781,9582696,52055.2233676976,423624.223367698,"FALSE"
"94178115",2019,"55","551","5510",402784,365737,37047,NA,NA,33,0,0,0,0,785020,266,56941,815132,0,0,0,842227,774924,157,54607,813807,0,0,0,829688,NA,NA,NA
"94178176",2019,"55","551","5510",272392,194599,77793,NA,NA,33,1,0,0,0,307879,0,247504,442572,0,22002,0,555383,284942,0,262911,448462,0,25713,15966,547853,NA,NA,NA
"94178582",2019,"55","551","5510",1326807,1204699,122108,1,1,33,0,0,0,0,937916,4266,999552,0.409470120623827,0.00106261642246078,0,0,1941734,1017047,4762,780057,1062951,251888,0,0,1801866,7436.46048109966,129544.4604811,"FALSE"
"94178951",2019,"55","551","5510",236968,216324,20644,6,6,33,1,0,0,0,394595,0,46880,0.529232787957478,0.174474899933954,0,0,441475,394480,0,39914,322840,0,0,0,434394,44618.7628865979,65262.7628865979,"FALSE"
"94179277",2019,"55","551","5510",6447129,4305205,2141924,5,5,33,0,0,0,0,17105818,52755,944952,0.127128588734468,0.318986011554533,1046111,366320,18103525,17065239,44753,1317318,8778449,1533460,2517328,1974628,18427310,37182.3024054983,2179106.3024055,"FALSE"
"94179321",2019,"55","551","5510",471347,673232,-201885,NA,NA,33,0,0,0,0,365350,0,459170,36692,0,0,0,824520,503414,0,450465,238577,0,0,0,953879,NA,NA,NA
"94179345",2019,"55","551","5510",101589,82753,18836,NA,NA,33,0,0,0,0,81856,0,63766,60930,0,25642,0,145622,81928,0,62231,49251,0,25642,0,144159,NA,NA,NA
"94179394",2019,"55","551","5510",3232367,2546205,686162,1,1,32,0,0,0,0,4158316,4233,904193,0.0831854462724659,0.296396270915761,0,39258,5066742,4393463,4568,481404,3589535,0,656332,76644,4879435,7436.46048109966,693598.4604811,"FALSE"
"94179401",2019,"55","551","5510",2850,4556,-1706,NA,NA,33,0,0,0,0,54843,0,10006,64319,0,0,0,64849,54843,0,11355,66025,0,0,0,66198,NA,NA,NA
"94179413",2019,"55","551","5510",497402,378544,118858,NA,NA,32,0,0,0,0,821022,1085,442251,1074817,0,0,0,1264358,831715,1213,439655,1049821,0,0,0,1272583,NA,NA,NA
"94179474",2019,"55","551","5510",868349,753349,115000,1,1,32,0,0,0,0,5084908,0,234974,0.440341269166224,0.245901508414897,0,0,5319882,3690370,0,22598,2926358,102085,0,0,3712968,7436.46048109966,122436.4604811,"FALSE"
"94179505",2019,"55","551","5510",1732776,1316528,416248,1,1,32,0,0,0,0,3229190,0,768242,0.563441840182081,0.133341136620606,0,0,3997432,3006722,0,975147,3387384,0,0,0,3981869,7436.46048109966,423684.4604811,"FALSE"
"94179529",2019,"55","551","5510",3498,7683,-4185,NA,NA,32,0,0,0,0,105908,0,42865,144952,0,0,0,148773,105908,0,49106,149942,0,0,0,155014,NA,NA,NA
"94179530",2019,"55","551","5510",395630,275075,120555,NA,NA,32,0,0,0,0,973187,92,277404,1075467,0,69980,0,1250683,1281607,78,540603,1246975,258438,0,298605,1822288,NA,NA,NA
"94179566",2019,"55","551","5510",161526,40780,120746,NA,NA,32,0,0,0,0,563047,0,531661,1042801,0,0,0,1094708,566330,0,436866,956607,0,0,0,1003196,NA,NA,NA
"94179578",2019,"55","551","5510",205464,193025,12439,4,4,31,0,0,0,0,652394,0,314329,0.124470575704667,3.9750599392769e-012,232662,0,966723,583833,154,656244,1207309,0,0,0,1240231,29745.8419243986,42184.8419243986,"FALSE"
"94179591",2019,"55","551","5510",257691,233526,24165,1,1,31,0,0,0,0,471340,60,360729,0.172155037633548,3.15906039145515e-009,0,0,832129,437921,51,371950,539031,0,0,0,809922,7436.46048109966,31601.4604810997,"FALSE"
"94179610",2019,"55","551","5510",252950,216743,36207,5,5,32,0,0,0,0,331808,3122,222500,0.504425118312538,0.00891859472102374,0,0,557430,340046,4036,189800,476964,0,0,0,533882,37182.3024054983,73389.3024054983,"FALSE"
"94179658",2019,"55","551","5510",4786983,2775468,2011515,1,1,31,0,0,0,0,6689922,181200,10764343,0.410525219139454,0.264000540137231,1889788,1195,17635465,7434350,183827,8910823,13888576,0,1892387,992,16529000,7436.46048109966,2018951.4604811,"FALSE"
"94179660",2019,"55","551","5510",1988235,1442353,545882,8,8,36,0,0,0,0,6378576,0,984645,0.114243656556816,0.314056278531171,0,0,7363221,3477134,0,408815,3803543,0,0,0,3885949,59491.6838487972,605373.683848797,"FALSE"
"94179671",2019,"55","551","5510",808156,688615,119541,0,0,31,0,0,0,0,1163403,19142,724660,1818608,0,437,0,1907205,1108979,18345,673272,1712935,0,437,0,1800596,0,119541,"FALSE"
"94179683",2019,"55","551","5510",213091,164917,48174,NA,NA,31,0,0,0,0,241017,8688,79444,314072,0,0,0,329149,233561,15187,39335,287878,0,0,0,288083,NA,NA,NA
"94179695",2019,"55","551","5510",89878,65414,24464,NA,NA,31,0,0,0,0,201580,0,67235,171675,0,0,0,268815,207570,0,57307,164947,0,0,0,264877,NA,NA,NA
"94179702",2019,"55","551","5510",283037,206189,76848,0,0,31,0,0,0,0,982961,761,528677,1470413,0,0,0,1512399,995851,756,474268,1452436,0,0,0,1470875,0,76848,"FALSE"
"94179714",2019,"55","551","5510",410842,341963,68879,NA,NA,31,0,0,0,0,856707,0,74896,907687,0,0,0,931603,837814,0,120436,930841,0,0,0,958250,NA,NA,NA
"94179726",2019,"55","551","5510",66772,36149,30623,NA,NA,119,0,0,0,0,322182,0,143495,442438,0,0,0,465677,322203,0,121882,427232,0,0,0,444085,NA,NA,NA
"94179738",2019,"55","551","5510",7800,5707,2093,NA,NA,31,0,0,0,0,414815,0,117137,300687,0,218967,0,531952,416677,0,121279,313419,0,215925,0,537956,NA,NA,NA
"94179751",2019,"55","551","5510",3477941,1549986,1927955,NA,NA,33,0,0,0,0,10563019,0,3142849,3995525,0,8870805,0,13705868,10782590,0,2198148,3366843,0,9208020,0,12980738,NA,NA,NA
"94179787",2019,"55","551","5510",98535,56866,41669,NA,NA,31,0,0,0,0,182419,0,184480,326906,0,25000,0,366899,171815,0,191511,336746,0,25000,0,363326,NA,NA,NA
"94179818",2019,"55","551","5510",4583780,3554634,1029146,6,6,32,0,0,0,0,15873936,18100,1676687,0.581587173360773,0.0502555319644694,63983,715765,17568723,16334524,12946,1452514,14423957,1838643,80468,804751,17799984,44618.7628865979,1073764.7628866,"FALSE"
"94179831",2019,"55","551","5510",580067,467277,112790,1,1,31,0,0,0,0,1298956,18640,118213,0.456594428596768,0.00328776716355674,730000,25783,1435809,1310284,35620,283855,-225163,0,730000,25783,1629759,7436.46048109966,120226.4604811,"FALSE"
"94180100",2019,"55","551","5510",64748,34815,29933,NA,NA,33,0,0,0,0,194551,0,336402,400154,0,31475,0,530953,148105,0,361484,383011,0,31475,0,509589,NA,NA,NA
"94180111",2019,"55","551","5510",1941210,1315591,625619,4,4,32,0,0,0,0,3071764,2128,1174221,0.364809033753681,0.287482760656731,117880,0,4248113,2784674,5758,1479808,3528723,0,127933,0,4270240,29745.8419243986,655364.841924399,"FALSE"
"94180123",2019,"55","551","5510",380488,229795,150693,NA,NA,33,0,0,0,0,571924,0,843132,967404,0,169498,212004,1415056,582596,0,920871,973482,0,179419,234803,1503467,NA,NA,NA
"94180147",2019,"55","551","5510",454129,313280,140849,NA,NA,33,0,0,0,0,964823,0,244712,1152406,0,52127,0,1209535,939687,0,367103,1113582,0,61841,0,1306790,NA,NA,NA
"94180172",2019,"55","551","5510",229757,162995,66762,NA,NA,32,0,0,0,0,973503,0,721742,1362357,0,0,0,1695245,1035924,0,626763,1372816,0,0,0,1662687,NA,NA,NA
"94180196",2019,"55","551","5510",183527,126179,57348,NA,NA,119,0,0,0,0,856672,0,539945,1359914,0,0,0,1396617,856172,0,576630,1282179,0,0,0,1432802,NA,NA,NA
"94180227",2019,"55","551","5510",24000,6203,17797,NA,NA,63,0,0,0,0,43994,0,338634,367761,0,0,0,382628,43994,0,340078,365975,0,0,0,384072,NA,NA,NA
"94180290",2019,"55","551","5510",578709,442014,136695,NA,NA,32,0,0,0,0,1499213,1039,614914,1292730,0,469110,88444,2115166,1530079,3320,642987,1234898,0,469110,94756,2176386,NA,NA,NA
"94180344",2019,"55","551","5510",0,20656,-20656,NA,NA,31,0,0,0,0,1526330,0,116604,1561990,0,0,0,1642934,1532774,0,102510,1115438,0,0,0,1635284,NA,NA,NA
"94180450",2019,"55","551","5510",9,5476,-5467,NA,NA,30,0,0,0,0,86609,0,171452,256661,0,0,0,258061,86609,0,182560,269169,0,0,0,269169,NA,NA,NA
"94180461",2019,"55","551","5510",0,1632,-1632,NA,NA,30,0,0,0,0,629125,0,738,438188,0,191674,0,629863,652617,0,870,461813,0,191674,0,653487,NA,NA,NA
"94180497",2019,"55","551","5510",558897,456271,102626,NA,NA,30,0,0,0,0,642258,2327,2905817,418775,0,1827791,0,3550402,671543,1888,2673523,378774,1839499,0,323884,3346954,NA,NA,NA
"94180541",2019,"55","551","5510",598402,500080,98322,1,1,29,0,0,0,0,744460,6240,565913,0.473272863696203,0.00471373518327204,0,120894,1316613,735911,5220,536592,1031431,0,0,123896,1277723,7436.46048109966,105758.4604811,"FALSE"
"94180910",2019,"55","551","5510",7362835,5538054,1824781,5,5,33,0,0,0,0,20472686,76699,2904604,0.262788794983996,0.322054389561324,39567,6944412,23453989,19685256,72349,1015840,10676147,5527592,43807,2032281,20773445,37182.3024054983,1861963.3024055,"FALSE"
"94180922",2019,"55","551","5510",215341,210483,4858,NA,NA,33,0,0,0,0,1510274,0,297193,3988,1724390,0,0,1807467,1468227,0,538450,71635,1857467,0,0,2006677,NA,NA,NA
"94182245",2019,"55","551","5510",486858,334120,152738,1,1,33,0,0,0,0,2085046,5051,373863,0.51536001246726,0.0110845604494362,194994,0,2463960,2004958,4814,368113,1734241,0,204994,0,2377885,7436.46048109966,160174.4604811,"FALSE"
"94182257",2019,"55","551","5510",28308,11345,16963,1,1,32,0,0,0,0,312909,0,639574,0.109726591169749,2.22723059263838e-013,487210,0,952483,312306,0,623982,170286,0,491678,0,936288,7436.46048109966,24399.4604810997,"FALSE"
"94182301",2019,"55","551","5510",20477,37035,-16558,NA,NA,33,0,0,0,0,636694,0,29167,640216,0,0,0,665861,636507,0,38423,658627,0,0,0,674930,NA,NA,NA
"94182313",2019,"55","551","5510",1216177,802868,413309,NA,NA,32,0,0,0,0,1386946,7658,1677583,963900,547659,380047,444131,3072187,918016,3589,1534506,833081,191071,356891,395347,2456111,NA,NA,NA
"94182325",2019,"55","551","5510",103510,137196,-33686,NA,NA,33,0,0,0,0,197172,2873,2625,83852,0,0,0,202670,200526,2765,4771,142565,0,0,0,208062,NA,NA,NA
"94182349",2019,"55","551","5510",1041655,647493,394162,NA,NA,33,0,0,0,0,3729723,960,849886,3824895,24151,51583,1308,4580569,3684838,1053,886006,3137104,182962,58197,302006,4571897,NA,NA,NA
"94182350",2019,"55","551","5510",89071,100865,-11794,NA,NA,32,0,0,0,0,252408,0,243474,342790,0,0,0,495882,261772,0,156789,355384,0,0,0,418561,NA,NA,NA
"94182374",2019,"55","551","5510",349281,335106,14175,NA,NA,32,0,0,0,0,852012,16853,137999,884859,0,80045,0,1006864,870436,17444,115232,913041,0,63109,0,1003112,NA,NA,NA
"94182398",2019,"55","551","5510",196841,174111,22730,0,0,32,0,0,0,0,701178,0,162310,721350,0,0,0,863488,704748,0,291675,763528,0,0,0,996423,0,22730,"FALSE"
"94182430",2019,"55","551","5510",378276,293822,84454,1,1,32,0,0,0,0,788034,0,361100,0.553791591586755,0.0241570013889699,0,0,1149134,794336,0,245804,785057,0,0,0,1040140,7436.46048109966,91890.4604810997,"FALSE"
"94182454",2019,"55","551","5510",366150,338254,27896,7,7,32,0,0,0,0,1532532,0,299845,0.193038426107218,2.5931972551532e-008,0,0,1832377,1551193,0,415581,1768436,0,0,0,1966774,52055.2233676976,79951.2233676976,"FALSE"
"94182964",2019,"55","551","5510",107272,91323,15949,NA,NA,33,0,0,0,0,255388,0,195264,416763,0,0,0,450652,256719,0,202930,425275,0,0,0,459649,NA,NA,NA
"94182976",2019,"55","551","5510",111077,109625,1452,NA,NA,32,0,0,0,0,461457,0,67377,514872,0,13842,0,528834,462878,0,80965,517296,0,26547,0,543843,NA,NA,NA
"94182990",2019,"55","551","5510",320632,218905,101727,NA,NA,32,0,0,0,0,563169,1138,598489,1059955,0,0,0,1162796,582895,839,480039,947666,0,0,0,1063773,NA,NA,NA
"94183008",2019,"55","551","5510",295573,204427,91146,1,1,119,0,0,0,0,712912,0,92238,0.108217375184793,0.311322353818966,81906,0,805150,596309,0,77682,607698,0,42807,0,673991,7436.46048109966,98582.4604810997,"FALSE"
"94183021",2019,"55","551","5510",235265,181276,53989,NA,NA,31,0,0,0,0,567934,0,339432,873915,27811,0,0,907366,740895,0,232596,880040,48837,0,0,973491,NA,NA,NA
"94183045",2019,"55","551","5510",374446,304644,69802,NA,NA,119,0,0,0,0,1933859,0,173448,792036,941942,0,0,2107307,1949532,0,147351,776690,1024299,0,0,2096883,NA,NA,NA
"94183057",2019,"55","551","5510",189665,138304,51361,1,1,31,0,0,0,0,550829,0,272457,0.436829077644535,0.0020943631729109,0,0,823286,552751,0,254970,713724,68142,0,0,807721,7436.46048109966,58797.4604810997,"FALSE"
"94183070",2019,"55","551","5510",278844,168642,110202,NA,NA,30,0,0,0,0,738346,0,345575,1001792,0,0,6555,1083921,718662,0,336118,934429,0,0,9944,1054780,NA,NA,NA
"94183137",2019,"55","551","5510",405989,225784,180205,NA,NA,21,0,0,0,0,302912,1407,525711,721124,0,0,0,830030,329736,1807,490035,736004,0,0,0,821578,NA,NA,NA
"94185905",2019,"55","551","5510",185806,179900,5906,NA,NA,33,0,0,0,0,866848,0,279439,917632,0,0,0,1146287,881077,0,355714,933803,0,0,0,1236791,NA,NA,NA
"94186011",2019,"55","551","5510",172959,196064,-23105,8,8,22,0,0,0,0,926865,40000,478481,0.0728670441459447,6.35873287438444e-018,3774,0,1445346,949445,38000,522586,1228953,0,3774,0,1510031,59491.6838487972,36386.6838487972,"FALSE"
"94186637",2019,"55","551","5510",732358,708136,24222,1,1,33,1,0,0,0,94049,0,399074,0.164140513497281,1.26485434499598e-009,0,0,493123,104483,0,785993,449022,0,0,0,890476,7436.46048109966,31658.4604810997,"FALSE"
"94186780",2019,"55","551","5510",6594929,5171852,1423077,3,3,33,0,0,0,0,9044575,49929,9027054,0.575055256581387,0.0404157733988812,1284968,1500000,18121558,9390494,47213,7998174,11037231,492062,1434769,1500000,17435881,22309.381443299,1445386.3814433,"FALSE"
"94186791",2019,"55","551","5510",1824276,1648148,176128,1,1,33,0,0,0,0,4342628,67245,1141946,0.194945248022518,3.08794606995792e-008,41340,146203,5551819,4582165,59416,1211966,4431436,483536,61912,290246,5853547,7436.46048109966,183564.4604811,"FALSE"
"94186809",2019,"55","551","5510",3278120,2192954,1085166,NA,NA,33,0,0,0,0,14625410,368897,960267,10576364,0,0,0,15954574,11877116,292292,2662521,9827908,0,0,0,14831929,NA,NA,NA
"94187738",2019,"55","551","5510",986607,773824,212783,1,1,33,1,0,0,0,5976208,5501,1323568,0.177451590331612,5.58581628567305e-009,2513462,168784,7305277,6351210,8379,1323571,1619720,2964629,2529365,194152,7683160,7436.46048109966,220219.4604811,"FALSE"
"94188460",2019,"55","551","5510",0,35385,-35385,NA,NA,32,1,0,0,0,1823160,0,10471,1827898,0,0,0,1833631,1823160,0,3618,1822304,0,0,0,1826778,NA,NA,NA
"94188471",2019,"55","551","5510",11205383,7283816,3921567,1,1,32,0,0,0,0,37856461,61402,1103099,0.275041706042188,0.319265617966796,11096544,1000601,39020962,38307336,63611,1385011,20665768,12402000,2288634,1680932,39755958,7436.46048109966,3929003.4604811,"FALSE"
"94188526",2019,"55","551","5510",815870,721602,94268,NA,NA,32,1,0,0,0,1458918,5820,149232,1537449,0,0,0,1613970,1425716,8575,103793,1451871,0,0,0,1538084,NA,NA,NA
"94190024",2019,"55","551","5510",56701,51357,5344,NA,NA,30,0,0,0,0,29253,0,61391,75914,0,0,0,90644,29767,0,62852,72842,0,0,0,92619,NA,NA,NA
"94190141",2019,"55","551","5510",36063,28409,7654,0,0,32,0,0,0,0,56226,0,23739,37879,0,18198,0,79965,61529,0,20050,37742,0,0,0,81579,0,7654,"FALSE"
"94190896",2019,"55","551","5510",2853116,2000840,852276,NA,NA,32,0,0,0,0,6300472,20327,3060273,2333329,6795164,0,0,9381072,6786629,26333,2812708,2279999,6795164,0,410000,9625670,NA,NA,NA
"94191150",2019,"55","551","5510",85310,41987,43323,NA,NA,32,1,0,0,0,329035,0,329608,49273,0,283282,0,658643,379065,0,314782,103138,0,283282,0,693847,NA,NA,NA
"94191868",2019,"55","551","5510",3152,188194,-185042,NA,NA,32,1,0,0,0,4002347,0,1871253,5740760,0,0,0,5873600,2677063,0,150064,2805747,0,0,0,2827127,NA,NA,NA
"94192588",2019,"55","551","5510",460556,422300,38256,1,1,62,0,0,0,0,1460220,1500,126877,0.240658838350999,1.03311082419366e-006,0,11,1588597,1475289,205,129845,6478,1137173,0,0,1605339,7436.46048109966,45692.4604810997,"FALSE"
"94192804",2019,"55","551","5510",634712,569566,65146,NA,NA,33,0,0,0,0,1123273,0,394634,1295671,0,0,199959,1517907,1109480,0,471511,1327196,0,0,180669,1580991,NA,NA,NA
"94192828",2019,"55","551","5510",6640170,4439251,2200919,70,70,32,0,0,0,0,7599889,168154,1506845,0.0239380938275228,0.21620718767277,35678,1078027,9274888,7544118,214118,1436137,6347564,0,35678,872180,9194373,1001916.37904602,3202835.37904602,"FALSE"
"94192830",2019,"55","551","5510",515330,460294,55036,1,1,32,0,0,0,0,1548761,0,250890,0.23057648951105,5.24803749432302e-007,0,195533,1799651,1511972,0,286375,1278630,36,32295,162973,1798347,7436.46048109966,62472.4604810997,"FALSE"
"94192841",2019,"55","551","5510",887287,595798,291489,NA,NA,32,0,0,0,0,1057413,0,467167,1502393,0,0,0,1524580,1065868,0,434245,1339494,0,0,0,1500113,NA,NA,NA
"94192853",2019,"55","551","5510",736504,656192,80312,NA,NA,32,0,0,0,0,1674304,0,552598,1801208,0,0,0,2226902,1670845,0,590713,1833104,0,0,0,2261558,NA,NA,NA
"94192877",2019,"55","551","5510",442731,329125,113606,NA,NA,32,0,0,0,0,1178616,0,375638,1505305,0,8034,0,1554254,1164021,0,466464,1601065,0,9748,0,1630485,NA,NA,NA
"94192889",2019,"55","551","5510",1934587,1144882,789705,NA,NA,32,0,0,0,0,4042419,0,2408963,5868077,250812,0,22,6451382,3691130,0,2318261,5442854,65407,0,249820,6009391,NA,NA,NA
"94192890",2019,"55","551","5510",480871,352697,128174,NA,NA,32,0,0,0,0,1118272,0,116072,1166150,0,0,0,1234344,950825,0,269212,1123230,0,0,0,1220037,NA,NA,NA
"94192933",2019,"55","551","5510",413074,341157,71917,NA,NA,32,0,0,0,0,1291136,0,362925,1596835,0,0,0,1654061,1209743,0,429144,1574893,0,0,0,1638887,NA,NA,NA
"94192945",2019,"55","551","5510",2682872,1444801,1238071,NA,NA,31,0,0,0,0,1848692,0,1902536,2077741,328315,876750,603,3751228,1571083,0,2200625,1739116,310577,876750,467,3771708,NA,NA,NA
"94192970",2019,"55","551","5510",100016,80627,19389,NA,NA,30,1,0,0,0,390015,0,342089,503013,0,218571,0,732104,397486,0,331165,496940,0,218571,0,728651,NA,NA,NA
"94193014",2019,"55","551","5510",157125,142228,14897,NA,NA,119,0,0,0,0,372810,0,199263,553704,0,0,0,572073,207594,0,274981,478933,0,0,0,482575,NA,NA,NA
"94193026",2019,"55","551","5510",651044,593529,57515,1,1,28,0,0,0,0,911181,0,599426,0.212700258279751,1.39246784987411e-007,0,5634,1510607,919271,0,549779,693523,0,0,89105,1469050,7436.46048109966,64951.4604810997,"FALSE"
"94193038",2019,"55","551","5510",1251860,609721,642139,1,1,119,0,0,0,0,1210708,0,912739,0.000351612406542806,0.0672428100853048,0,74167,2123447,1224728,94751,456032,1253422,0,0,100598,1775511,7436.46048109966,649575.4604811,"FALSE"
"94193051",2019,"55","551","5510",352997,328503,24494,NA,NA,119,0,0,0,0,377295,0,188651,469187,0,64907,0,565946,389668,0,212689,486368,0,69499,0,602357,NA,NA,NA
"94193063",2019,"55","551","5510",68404,76703,-8299,NA,NA,119,0,0,0,0,146308,0,26297,171144,0,0,0,172605,145297,0,44478,189139,0,0,0,189775,NA,NA,NA
"94193075",2019,"55","551","5510",40414,14323,26091,NA,NA,29,0,0,0,0,157980,0,258757,363764,0,1358,0,416737,151356,0,272664,348877,0,1358,0,424020,NA,NA,NA
"94193087",2019,"55","551","5510",242340,148699,93641,NA,NA,119,0,0,0,0,332475,0,356970,641803,0,0,0,689445,329561,0,318687,599897,0,0,0,648248,NA,NA,NA
"94193099",2019,"55","551","5510",2769874,2393378,376496,13,13,119,0,0,0,0,839929,13890094,6477552,0.222131676523134,2.86472456913387e-007,0,371668,21207575,812319,10847170,6826329,2314776,0,0,371668,18485818,186070.184679975,562566.184679975,"FALSE"
"94193118",2019,"55","551","5510",542926,475846,67080,2,2,29,0,0,0,0,388413,655,317122,0.518764637536704,0.0118582354000031,144718,0,706190,380320,655,360717,520994,0,126636,0,741692,14872.9209621993,81952.9209621993,"FALSE"
"94193131",2019,"55","551","5510",13915709,8401894,5513815,15,15,31,0,0,0,0,58234611,102642,5821707,0.199117668920222,0.329471025878286,9576084,609036,64158960,45859493,64443,6596044,27650927,6486000,10805429,3500000,52519980,214696.366938432,5728511.36693843,"FALSE"
"94193260",2019,"55","551","5510",4398804,1399123,2999681,0,0,119,0,0,0,0,5119879,0,5422769,9752291,22858,34480,0,10542648,4669304,0,4413705,7915557,69435,45973,0,9083009,0,2999681,"FALSE"
"94193825",2019,"55","551","5510",343268,304906,38362,NA,NA,28,0,0,0,0,1157769,2059,1288781,1410473,221996,42294,576771,2448609,1161215,1173,1281677,1408920,226296,45551,584270,2444065,NA,NA,NA
"94194533",2019,"55","551","5510",558318,-1945791,2504109,NA,NA,32,0,0,0,0,453096,8057,275532,489456,0,0,157497,736685,475107,9702,216987,424889,0,0,173435,701796,NA,NA,NA
"94194601",2019,"55","551","5510",1132475,803879,328596,NA,NA,48,0,0,0,0,1664898,26039,543770,969230,715000,72600,84397,2234707,1801143,29285,688237,872878,870000,20843,88646,2518665,NA,NA,NA
"94194778",2019,"55","551","5510",207628,208349,-721,NA,NA,119,0,0,0,0,1023134,948,244207,837466,0,396000,0,1268289,1066520,1007,222918,881585,0,396000,0,1290445,NA,NA,NA
"94194809",2019,"55","551","5510",13837723,10964214,2873509,23,23,119,0,0,0,0,50330281,93472,3131770,0.57712172356093,0.10960786495917,6561212,12407867,53555523,41334217,62443,3258207,12160098,9270898,3191619,10230099,44654867,329201.095972263,3202710.09597226,"FALSE"
"94194822",2019,"55","551","5510",32061,44939,-12878,0,0,119,0,0,0,0,188922,0,103050,290518,0,0,0,291972,188922,0,115929,303396,0,0,0,304851,0,-12878,"FALSE"
"94194902",2019,"55","551","5510",537659,491749,45910,NA,NA,119,0,0,0,0,903044,254,546692,1093926,0,86474,0,1449990,939053,143,533711,1069850,0,0,0,1472907,NA,NA,NA
"94194914",2019,"55","551","5510",59424,61861,-2437,NA,NA,31,0,0,0,0,830845,0,11009,810371,0,0,0,841854,837507,0,17472,822055,0,0,0,854979,NA,NA,NA
"94194987",2019,"55","551","5510",0,238244,-238244,0,0,31,1,0,0,0,31321190,0,2779401,13655653,0,19676108,0,34100591,8446270,0,3238690,7466159,0,3724753,0,11684960,0,-238244,"FALSE"
"94195056",2019,"55","551","5510",221160,183995,37165,NA,NA,119,0,0,0,0,528094,0,16680,-17508,0,0,0,544774,528142,0,13261,-9433,0,0,0,541403,NA,NA,NA
